4271,,BD2B,20,04,,,,,,BRA,LBD31,INTERPRET THE REST OF THE STRING
4272,,BD2D,81,2B,,,,,LBD2D,CMPA,#'+,* CHECK FOR LEADING PLUS SlGN AND BRANCH
4273,,BD2F,26,04,,,,,,BNE,LBD35,* IF NOT A PLUS SIGN
4274,,BD31,9D,9F,,,,,LBD31,JSR,GETNCH,GET NEXT INPUT CHARACTER FROM BASIC
4275,,BD33,25,51,,,,,,BCS,LBD86,BRANCH IF NUMERIC CHARACTER
4276,,BD35,81,2E,,,,,LBD35,CMPA,#'.,DECIMAL POlNT?
4277,,BD37,27,28,,,,,,BEQ,LBD61,YES
4278,,BD39,81,45,,,,,,CMPA,#'E,"""E"" SHORTHAND FORM (SCIENTIFIC NOTATION)?"
4279,,BD3B,26,28,,,,,,BNE,LBD65,NO
4280,,,,,,,,,* EVALUATE EXPONENT OF EXPONENTIAL FORMAT,,,
4281,,BD3D,9D,9F,,,,,,JSR,GETNCH,GET NEXT INPUT CHARACTER FROM BASIC
4282,,BD3F,25,64,,,,,,BCS,LBDA5,BRANCH IF NUMERIC
4283,,BD41,81,AC,,,,,,CMPA,#$AC,MINUS TOKEN?
4284,,BD43,27,0E,,,,,,BEQ,LBD53,YES
4285,,BD45,81,2D,,,,,,CMPA,#'-,ASCII MINUS?
4286,,BD47,27,0A,,,,,,BEQ,LBD53,YES
4287,,BD49,81,AB,,,,,,CMPA,#$AB,PLUS TOKEN?
4288,,BD4B,27,08,,,,,,BEQ,LBD55,YES
4289,,BD4D,81,2B,,,,,,CMPA,#'+,ASCII PLUS?
4290,,BD4F,27,04,,,,,,BEQ,LBD55,YES
4291,,BD51,20,06,,,,,,BRA,LBD59,BRANCH IF NO SIGN FOUND
4292,,BD53,03,48,,,,,LBD53,COM,V48,SET EXPONENT SIGN FLAG TO NEGATIVE
4293,,,,,,,,,"* STRIP A DECIMAL NUMBER FROM BASIC LINE, CONVERT IT TO BINARY IN V47",,,
4294,,BD55,9D,9F,,,,,LBD55,JSR,GETNCH,GET NEXT INPUT CHARACTER FROM BASIC
4295,,BD57,25,4C,,,,,,BCS,LBDA5,"IF NUMERIC CHARACTER, CONVERT TO BINARY"
4296,,BD59,0D,48,,,,,LBD59,TST,V48,* CHECK EXPONENT SIGN FLAG
4297,,BD5B,27,08,,,,,,BEQ,LBD65,* AND BRANCH IF POSITIVE
4298,,BD5D,00,47,,,,,,NEG,V47,NEGATE VALUE OF EXPONENT
4299,,BD5F,20,04,,,,,,BRA,LBD65,
4300,,BD61,03,46,,,,,LBD61,COM,V46,*TOGGLE DECIMAL PT FLAG AND INTERPRET ANOTHER
4301,,BD63,26,CC,,,,,,BNE,LBD31,*CHARACTER IF <> 0 - TERMINATE INTERPRETATION
4302,,,,,,,,,*,,,IF SECOND DECIMAL POINT
4303,,,,,,,,,* ADJUST FPA0 FOR THE DECIMAL EXPONENT IN V47,,,
4304,,BD65,96,47,,,,,LBD65,LDA,V47,"* GET EXPONENT, SUBTRACT THE NUMBER OF"
4305,,BD67,90,45,,,,,,SUBA,V45,* PLACES TO THE RIGHT OF DECIMAL POINT
4306,,BD69,97,47,,,,,,STA,V47,* AND RESAVE IT.
4307,,BD6B,27,12,,,,,,BEQ,LBD7F,EXIT ROUTINE IF ADJUSTED EXPONENT = ZERO
4308,,BD6D,2A,09,,,,,,BPL,LBD78,BRANCH IF POSITIVE EXPONENT
4309,,BD6F,BD,BB,82,,,,LBD6F,JSR,LBB82,DIVIDE FPA0 BY 10
4310,,BD72,0C,47,,,,,,INC,V47,INCREMENT EXPONENT COUNTER (MULTIPLY BY 10)
4311,,BD74,26,F9,,,,,,BNE,LBD6F,KEEP MULTIPLYING
4312,,BD76,20,07,,,,,,BRA,LBD7F,EXIT ROUTINE
4313,,BD78,BD,BB,6A,,,,LBD78,JSR,LBB6A,MULTIPLY FPA0 BY 10
4314,,BD7B,0A,47,,,,,,DEC,V47,DECREMENT EXPONENT COUNTER (DIVIDE BY 10)
4315,,BD7D,26,F9,,,,,,BNE,LBD78,KEEP MULTIPLYING
4316,,BD7F,96,55,,,,,LBD7F,LDA,COEFCT,GET THE SIGN FLAG
4317,,BD81,2A,8E,,,,,,BPL,LBD11,RETURN IF POSITIVE
4318,,BD83,7E,BE,E9,,,,,JMP,LBEE9,"TOGGLE MANTISSA SIGN OF FPA0, IF NEGATIVE"
4319,,,,,,,,,*MULTIPLY FPA0 BY TEN AND ADD ACCA TO THE RESULT,,,
4320,,BD86,D6,45,,,,,LBD86,LDB,V45,*GET THE RIGHT DECIMAL COUNTER AND SUBTRACT
4321,,BD88,D0,46,,,,,,SUBB,V46,*THE DECIMAL POINT FLAG FROM IT. IF DECIMAL POINT
4322,,BD8A,D7,45,,,,,,STB,V45,"*FLAG=0, NOTHING HAPPENS. IF DECIMAL POINT FLAG IS"
4323,,,,,,,,,*,,,"-1, THEN RIGHT DECIMAL COUNTER IS INCREMENTED BY ONE"
4324,,BD8C,34,02,,,,,,PSHS,A,SAVE NEW DIGIT ON STACK
4325,,BD8E,BD,BB,6A,,,,,JSR,LBB6A,MULTIPLY FPA0 BY 10
4326,,BD91,35,04,,,,,,PULS,B,GET NEW DIGIT BACK
4327,,BD93,C0,30,,,,,,SUBB,#'0,MASK OFF ASCII
4328,,BD95,8D,02,,,,,,BSR,LBD99,ADD ACCB TO FPA0
4329,,BD97,20,98,,,,,,BRA,LBD31,GET ANOTHER CHARACTER FROM BASIC
4330,,BD99,BD,BC,2F,,,,LBD99,JSR,LBC2F,PACK FPA0 AND SAVE IT IN FPA3
4331,,BD9C,BD,BC,7C,,,,,JSR,LBC7C,CONVERT ACCB TO FP NUMBER IN FPA0
4332,,BD9F,8E,00,40,,,,,LDX,#V40,* ADD FPA0 TO
4333,,BDA2,7E,B9,C2,,,,,JMP,LB9C2,* FPA3
4334,,,,,,,,,* MULTIPLY V47 BY 10 AND ADD TO ASCII NUMBER IN,,,
4335,,,,,,,,,* ACCA - SAVE BINARY RESULT IN V47,,,
4336,,BDA5,D6,47,,,,,LBDA5,LDB,V47,
4337,,BDA7,58,,,,,,,ASLB,,TIMES 2
4338,,BDA8,58,,,,,,,ASLB,,TIMES 4
4339,,BDA9,DB,47,,,,,,ADDB,V47,ADD 1 = TIMES 5
4340,,BDAB,58,,,,,,,ASLB,,TIMES 10
4341,,BDAC,80,30,,,,,,SUBA,#'0,"*MASK OFF ASCII FROM ACCA, PUSH"
4342,,BDAE,34,04,,,,,,PSHS,B,*RESULT ONTO THE STACK AND
4343,,BDB0,AB,E0,,,,,,ADDA,",S+",ADD lT TO ACCB
4344,,BDB2,97,47,,,,,,STA,V47,SAVE IN V47
4345,,BDB4,20,9F,,,,,,BRA,LBD55,INTERPRET ANOTHER CHARACTER
4346,,,,,,,,,*,,,
4347,,BDB6,9B,3E,BC,1F,FD,,LBDB6,FCB,"$9B,$3E,$BC,$1F,$FD",* 99999999.9
4348,,BDBB,9E,6E,6B,27,FD,,LBDBB,FCB,"$9E,$6E,$6B,$27,$FD",* 999999999
4349,,BDC0,9E,6E,6B,28,00,,LBDC0,FCB,"$9E,$6E,$6B,$28,$00",* 1E + 09
4350,,,,,,,,,*,,,
4351,,BDC5,8E,AB,E7,,,,LBDC5,LDX,#LABE8-1,"POINT X TO "" IN "" MESSAGE"
4352,,BDC8,8D,0C,,,,,,BSR,LBDD6,COPY A STRING FROM (X) TO CONSOLE OUT
4353,,BDCA,DC,68,,,,,,LDD,CURLIN,GET CURRENT BASIC LINE NUMBER TO ACCD
4354,,,,,,,,,* CONVERT VALUE IN ACCD INTO A DECIMAL NUMBER,,,
4355,,,,,,,,,* AND PRINT IT TO CONSOLE OUT,,,
4356,,BDCC,DD,50,,,,,LBDCC,STD,FPA0,SAVE ACCD IN TOP HALF OF FPA0
4357,,BDCE,C6,90,,,,,,LDB,#$90,REQ’D EXPONENT IF TOP HALF OF ACCD = INTEGER
4358,,BDD0,43,,,,,,,COMA,,SET CARRY FLAG - FORCE POSITIVE MANTISSA
4359,,BDD1,BD,BC,86,,,,,JSR,LBC86,"ZERO BOTTOM HALF AND SIGN OF FPA0, THEN"
4360,,,,,,,,,*,,,SAVE EXPONENT AND NORMALIZE IT
4361,,BDD4,8D,03,,,,,,BSR,LBDD9,CONVERT FP NUMBER TO ASCII STRING
4362,,BDD6,7E,B9,9C,,,,LBDD6,JMP,LB99C,COPY A STRING FROM (X) TO CONSOLE OUT
4363,,,,,,,,,,,,
4364,,,,,,,,,* CONVERT FP NUMBER TO ASCII STRING,,,
4365,,BDD9,CE,03,DA,,,,LBDD9,LDU,#STRBUF+3,POINT U TO BUFFER WHICH WILL NOT CAUSE
4366,,,,,,,,,*,,,THE STRING TO BE STORED IN STRING SPACE
4367,,BDDC,86,20,,,,,LBDDC,LDA,#SPACE,SPACE = DEFAULT SIGN FOR POSITIVE #
4368,,BDDE,D6,54,,,,,,LDB,FP0SGN,GET SIGN OF FPA0
4369,,BDE0,2A,02,,,,,,BPL,LBDE4,BRANCH IF POSITIVE
4370,,BDE2,86,2D,,,,,,LDA,#'-,ASCII MINUS SIGN
4371,,BDE4,A7,C0,,,,,LBDE4,STA,",U+",STORE SIGN OF NUMBER
4372,,BDE6,DF,64,,,,,,STU,COEFPT,SAVE BUFFER POINTER
4373,,BDE8,97,54,,,,,,STA,FP0SGN,SAVE SIGN (IN ASCII)
4374,,BDEA,86,30,,,,,,LDA,#'0,ASCII ZERO IF EXPONENT = 0
4375,,BDEC,D6,4F,,,,,,LDB,FP0EXP,GET FPA0 EXPONENT
4376,,BDEE,10,27,00,C6,,,,LBEQ,LBEB8,BRANCH IF FPA0 = 0
4377,,BDF2,4F,,,,,,,CLRA,,BASE 10 EXPONENT=0 FOR FP NUMBER > 1
4378,,BDF3,C1,80,,,,,,CMPB,#$80,CHECK EXPONENT
4379,,BDF5,22,08,,,,,,BHI,LBDFF,BRANCH IF FP NUMBER > 1
4380,,,,,,,,,"* IF FPA0 < 1.0, MULTIPLY IT BY 1E+09 TO SPEED UP THE CONVERSION PROCESS",,,
4381,,BDF7,8E,BD,C0,,,,,LDX,#LBDC0,POINT X TO FP 1E+09
4382,,BDFA,BD,BA,CA,,,,,JSR,LBACA,MULTIPLY FPA0 BY (X)
4383,,BDFD,86,F7,,,,,,LDA,#-9,BASE 10 EXPONENT = -9
4384,,BDFF,97,45,,,,,LBDFF,STA,V45,BASE 10 EXPONENT
4385,,,,,,,,,* PSEUDO - NORMALIZE THE FP NUMBER TO A VALUE IN THE RANGE,,,
4386,,,,,,,,,"* OF 999,999,999 RO 99,999,999.9 - THIS IS THE LARGEST",,,
4387,,,,,,,,,* NUMBER RANGE IN WHICH ALL OF THE DIGITS ARE,,,
4388,,,,,,,,,* SIGNIFICANT WHICH CAN BE DISPLAYED WITHOUT USING,,,
4389,,,,,,,,,* SCIENTIFIC NOTATION,,,
4390,,BE01,8E,BD,BB,,,,LBE01,LDX,#LBDBB,"POINT X TO FP 999,999,999"
4391,,BE04,BD,BC,A0,,,,,JSR,LBCA0,"COMPARE FPA0 TO 999,999,999"
4392,,BE07,2E,0F,,,,,,BGT,LBE18,"BRANCH IF > 999,999,999"
4393,,BE09,8E,BD,B6,,,,LBE09,LDX,#LBDB6,"POINT X TO FP 99,999,999.9"
4394,,BE0C,BD,BC,A0,,,,,JSR,LBCA0,"COMPARE FPA0 TO 99,999,999.9"
4395,,BE0F,2E,0E,,,,,,BGT,LBE1F,"BRANCH IF > 99,999,999.9 (IN RANGE)"
4396,,BE11,BD,BB,6A,,,,,JSR,LBB6A,MULTIPLY FPA0 BY 10
4397,,BE14,0A,45,,,,,,DEC,V45,SUBTRACT ONE FROM DECIMAL OFFSET
4398,,BE16,20,F1,,,,,,BRA,LBE09,PSEUDO - NORMALIZE SOME MORE
4399,,BE18,BD,BB,82,,,,LBE18,JSR,LBB82,DIVIDE FPA0 BY 10
4400,,BE1B,0C,45,,,,,,INC,V45,ADD ONE TO BASE 10 EXPONENT
4401,,BE1D,20,E2,,,,,,BRA,LBE01,PSEUDO - NORMALIZE SOME MORE
4402,,BE1F,BD,B9,B4,,,,LBE1F,JSR,LB9B4,ADD .5 TO FPA0 (ROUND OFF)
4403,,BE22,BD,BC,C8,,,,,JSR,LBCC8,CONVERT FPA0 TO AN INTEGER
4404,,BE25,C6,01,,,,,,LDB,#1,DEFAULT DECIMAL POINT FLAG (FORCE IMMED DECIMAL PT)
4405,,BE27,96,45,,,,,,LDA,V45,* GET BASE 10 EXPONENT AND ADD TEN TO IT
4406,,BE29,8B,0A,,,,,,ADDA,#9+1,* (NUMBER ‘NORMALIZED’ TO 9 PLACES & DECIMAL PT)
4407,,BE2B,2B,09,,,,,,BMI,LBE36,BRANCH IF NUMBER < 1.0
4408,,BE2D,81,0B,,,,,,CMPA,#9+2,NINE PLACES MAY BE DISPLAYED WITHOUT
4409,,,,,,,,,*,,,USING SCIENTIFIC NOTATION
4410,,BE2F,24,05,,,,,,BCC,LBE36,BRANCH IF SCIENTIFIC NOTATION REQUIRED
4411,,BE31,4A,,,,,,,DECA,,* SUBTRACT 1 FROM MODIFIED BASE 10 EXPONENT CTR
4412,,BE32,1F,89,,,,,,TFR,"A,B",* AND SAVE IT IN ACCB (DECiMAL POINT FLAG)
4413,,BE34,86,02,,,,,,LDA,#2,FORCE EXPONENT = 0 - DON'T USE SCIENTIFIC NOTATION
4414,,BE36,4A,,,,,,LBE36,DECA,,* SUBTRACT TWO (WITHOUT AFFECTING CARRY)
4415,,BE37,4A,,,,,,,DECA,,* FROM BASE 10 EXPONENT
4416,,BE38,97,47,,,,,,STA,V47,SAVE EXPONENT - ZERO EXPONENT = DO NOT DISPLAY
4417,,,,,,,,,*,,,IN SCIENTIFIC NOTATION
4418,,BE3A,D7,45,,,,,,STB,V45,DECIMAL POINT FLAG - NUMBER OF PLACES TO
4419,,,,,,,,,*,,,LEFT OF DECIMAL POINT
4420,,BE3C,2E,0D,,,,,,BGT,LBE4B,BRANCH IF >= 1
4421,,BE3E,DE,64,,,,,,LDU,COEFPT,POINT U TO THE STRING BUFFER
4422,,BE40,86,2E,,,,,,LDA,#'.,* STORE A PERIOD
4423,,BE42,A7,C0,,,,,,STA,",U+",* IN THE BUFFER
4424,,BE44,5D,,,,,,,TSTB,,CHECK DECIMAL POINT FLAG
4425,,BE45,27,04,,,,,,BEQ,LBE4B,BRANCH IF NOTHING TO LEFT OF DECIMAL POINT
4426,,BE47,86,30,,,,,,LDA,#'0,* STORE A ZERO
4427,,BE49,A7,C0,,,,,,STA,",U+",* IN THE BUFFER
4428,,,,,,,,,,,,
4429,,,,,,,,,* CONVERT FPA0 INTO A STRING OF ASCII DIGITS,,,
4430,,BE4B,8E,BE,C5,,,,LBE4B,LDX,#LBEC5,POINT X TO FP POWER OF 10 MANTISSA
4431,,BE4E,C6,80,,,,,,LDB,#0+$80,INITIALIZE DIGIT COUNTER TO 0+$80
4432,,,,,,,,,* BIT 7 SET IS USED TO INDICATE THAT THE POWER OF 10 MANTISSA,,,
4433,,,,,,,,,"* IS NEGATIVE. WHEN YOU 'ADD' A NEGATIVE MANTISSA, IT IS",,,
4434,,,,,,,,,* THE SAME AS SUBTRACTING A POSITIVE ONE AND BIT 7 OF ACCB IS HOW,,,
4435,,,,,,,,,* THE ROUTINE KNOWS THAT A 'SUBTRACTION' IS OCCURING.,,,
4436,,BE50,96,53,,,,,LBE50,LDA,FPA0+3,* ADD MANTISSA LS
4437,,BE52,AB,03,,,,,,ADDA,"3,X",* BYTE OF FPA0
4438,,BE54,97,53,,,,,,STA,FPA0+3,* AND (X)
4439,,BE56,96,52,,,,,,LDA,FPA0+2,= ADD MANTISSA
4440,,BE58,A9,02,,,,,,ADCA,"2,X",= NUMBER 3 BYTE OF
4441,,BE5A,97,52,,,,,,STA,FPA0+2,= FPA0 AND (X)
4442,,BE5C,96,51,,,,,,LDA,FPA0+1,* ADD MANTISSA
4443,,BE5E,A9,01,,,,,,ADCA,"1,X",* NUMBER 2 BYTE OF
4444,,BE60,97,51,,,,,,STA,FPA0+1,* FPA0 AND (X)
4445,,BE62,96,50,,,,,,LDA,FPA0,= ADD MANTISSA
4446,,BE64,A9,84,,,,,,ADCA,",X",= MS BYTE OF
4447,,BE66,97,50,,,,,,STA,FPA0,= FPA0 AND (X)
4448,,BE68,5C,,,,,,,INCB,,ADD ONE TO DIGIT COUNTER
4449,,BE69,56,,,,,,,RORB,,ROTATE CARRY INTO BIT 7
4450,,BE6A,59,,,,,,,ROLB,,*SET OVERFLOW FLAG AND BRANCH IF CARRY = 1 AND
4451,,BE6B,28,E3,,,,,,BVC,LBE50,*POSITIVE MANTISSA OR CARRY = 0 AND NEG MANTISSA
4452,,BE6D,24,03,,,,,,BCC,LBE72,BRANCH IF NEGATIVE MANTISSA
4453,,BE6F,C0,0B,,,,,,SUBB,#10+1,* TAKE THE 9’S COMPLEMENT IF
4454,,BE71,50,,,,,,,NEGB,,* ADDING MANTISSA
4455,,BE72,CB,2F,,,,,LBE72,ADDB,#'0-1,ADD ASCII OFFSET TO DIGIT
4456,,BE74,30,04,,,,,,LEAX,"4,X",MOVE TO NEXT POWER OF 10 MANTISSA
4457,,BE76,1F,98,,,,,,TFR,"B,A",SAVE DIGIT IN ACCA
4458,,BE78,84,7F,,,,,,ANDA,#$7F,MASK OFF BIT 7 (ADD/SUBTRACT FLAG)
4459,,BE7A,A7,C0,,,,,,STA,",U+",STORE DIGIT IN STRING BUFFER
4460,,BE7C,0A,45,,,,,,DEC,V45,DECREMENT DECIMAL POINT FLAG
4461,,BE7E,26,04,,,,,,BNE,LBE84,BRANCH IF NOT TIME FOR DECIMAL POINT
4462,,BE80,86,2E,,,,,,LDA,#'.,* STORE DECIMAL POINT IN
4463,,BE82,A7,C0,,,,,,STA,",U+",* STRING BUFFER
4464,,BE84,53,,,,,,LBE84,COMB,,TOGGLE BIT 7 (ADD/SUBTRACT FLAG)
4465,,BE85,C4,80,,,,,,ANDB,#$80,MASK OFF ALL BUT ADD/SUBTRACT FLAG
4466,,BE87,8C,BE,E9,,,,,CMPX,#LBEC5+9*4,COMPARE X TO END OF MANTISSA TABLE
4467,,BE8A,26,C4,,,,,,BNE,LBE50,BRANCH IF NOT AT END OF TABLE
4468,,,,,,,,,* BLANK TRAILING ZEROS AND STORE EXPONENT IF ANY,,,
4469,,BE8C,A6,C2,,,,,LBE8C,LDA,",-U",GET THE LAST CHARACTER; MOVE POINTER BACK
4470,,BE8E,81,30,,,,,,CMPA,#'0,WAS IT A ZERO?
4471,,BE90,27,FA,,,,,,BEQ,LBE8C,IGNORE TRAILING ZEROS IF SO
4472,,BE92,81,2E,,,,,,CMPA,#'.,CHECK FOR DECIMAL POINT
4473,,BE94,26,02,,,,,,BNE,LBE98,BRANCH IF NOT DECIMAL POINT
4474,,BE96,33,5F,,,,,,LEAU,"-1,U",STEP OVER THE DECIMAL POINT
4475,,BE98,86,2B,,,,,LBE98,LDA,#'+,ASCII PLUS SIGN
4476,,BE9A,D6,47,,,,,,LDB,V47,GET SCIENTIFIC NOTATION EXPONENT
4477,,BE9C,27,1C,,,,,,BEQ,LBEBA,BRANCH IF NOT SCIENTIFIC NOTATION
4478,,BE9E,2A,03,,,,,,BPL,LBEA3,BRANCH IF POSITIVE EXPONENT
4479,,BEA0,86,2D,,,,,,LDA,#'-,ASCII MINUS SIGN
4480,,BEA2,50,,,,,,,NEGB,,NEGATE EXPONENT IF NEGATIVE
4481,,BEA3,A7,42,,,,,LBEA3,STA,"2,U",STORE EXPONENT SIGN IN STRING
4482,,BEA5,86,45,,,,,,LDA,#'E,* GET ASCII ‘E’ (SCIENTIFIC NOTATION
4483,,BEA7,A7,41,,,,,,STA,"1,U",* FLAG) AND SAVE IT IN THE STRING
4484,,BEA9,86,2F,,,,,,LDA,#'0-1,INITIALIZE ACCA TO ASCII ZERO
4485,,,,,,,,,* CONVERT BINARY VALUE IN ACCB TO DECIMAL,,,
4486,,,,,,,,,* ASCII NUMBER (< 100) IN ACCD,,,
4487,,BEAB,4C,,,,,,LBEAB,INCA,,ADD ONE TO 10’S DIGIT OF EXPONENT
4488,,BEAC,C0,0A,,,,,,SUBB,#10,SUBTRACT 10 FROM ACCB
4489,,BEAE,24,FB,,,,,,BCC,LBEAB,ADD 1 TO 10’S DIGIT IF NO CARRY
4490,,BEB0,CB,3A,,,,,,ADDB,#'9+1,CONVERT UNITS DIGIT TO ASCII
4491,,BEB2,ED,43,,,,,,STD,"3,U",SAVE EXPONENT IN STRING
4492,,BEB4,6F,45,,,,,,CLR,"5,U",CLEAR LAST BYTE (TERMINATOR)
4493,,BEB6,20,04,,,,,,BRA,LBEBC,GO RESET POINTER
4494,,BEB8,A7,C4,,,,,LBEB8,STA,",U",STORE LAST CHARACTER
4495,,BEBA,6F,41,,,,,LBEBA,CLR,"1,U",CLEAR LAST BYTE (TERMINATOR - REQUIRED BY
4496,,,,,,,,,*,,,PRINT SUBROUTINES)
4497,,BEBC,8E,03,DA,,,,LBEBC,LDX,#STRBUF+3,RESET POINTER TO START OF BUFFER
4498,,BEBF,39,,,,,,,RTS,,
4499,,,,,,,,,*,,,
4500,,BEC0,80,00,00,00,00,,LBEC0,FCB,"$80,$00,$00,$00,$00",FLOATING POINT .5
4501,,,,,,,,,*,,,
