3001,,,,,,,,,* 225 DEGREES,,,
3034,,F4B6,4F,,,,,,,CLRA,,CLEAR THE MS BYTE
3035,,F4B7,1E,01,,,,,,EXG,"D,X",SWAP DIFFERENCE AND SCALE FACTOR
3036,,F4B9,A7,E2,,,,,,STA,",-S",SAVE MS BYTE OF DIFFERENCE ON STACK (SIGN INFORMATION)
3037,,F4BB,2A,02,,,,,,BPL,LF4BF,BRANCH IF POSITIVE DIFFERENCE
3038,,F4BD,8D,0D,,,,,,BSR,NEGACCD,FORCE THE DIFFERENCE TO BE A POSITIVE VALUE
3039,,F4BF,BD,EB,CB,,,,LF4BF,JSR,LEBCB,MULT DIFFERENCE BY SCALE FACTOR
3040,,F4C2,1F,30,,,,,,TFR,"U,D",SAVE 2 MS BYTES IN ACCD
3041,,F4C4,44,,,,,,,LSRA,,
3042,,F4C5,56,,,,,,,RORB,,DIVIDE ACCD BY 2
3043,,F4C6,44,,,,,,,LSRA,,
3044,,F4C7,56,,,,,,,RORB,,"DO IT AGAIN, EACH SCALE INCREMENT IS 1/4 FULL SCALE"
3045,,F4C8,6D,E0,,,,,,TST,",S+",CHECK SIGN OF ORIGINAL DIFFERENCE
3046,,F4CA,2A,04,,,,,,BPL,LF4D0,RETURN IF IT WAS POSITIVE
3047,,,,,,,,,,,,
3048,,,,,,,,,* NEGATE ACCD,,,
3049,,F4CC,40,,,,,,NEGACCD,NEGA,,
3050,,F4CD,50,,,,,,,NEGB,,
3051,,F4CE,82,00,,,,,,SBCA,#$00,NEGATE ACCD
3052,,F4D0,39,,,,,,LF4D0,RTS,,
3053,,F4D1,1F,10,,,,,LF4D1,TFR,"X,D",TRANSFER UNCHANGED DIFFERENCE TO ACCD
3054,,F4D3,39,,,,,,,RTS,,
3055,,,,,,,,,,,,
3056,,,,,,,,,* MOVE THE DRAW POSITION - ADD THE ORTHOGONAL DIFFERENCES IN ACCD (HORIZONTAL),,,
3057,,,,,,,,,* AND X (VERTICAL) TO THE CURRENT POSITION; DRAW A LINE AFTER THE MOVE,,,
3058,,F4D4,34,06,,,,,LF4D4,PSHS,"B,A",SAVE THE HORIZONTAL DIFFERENCE
3059,,F4D6,8D,DA,,,,,,BSR,LF4B2,APPLY SCALE FACTOR TO VERTICAL
3060,,F4D8,35,10,,,,,,PULS,X,GET HORIZONTAL DIFFERENCE
3061,,F4DA,34,06,,,,,,PSHS,"B,A",SAVE THE VERTICAL DIFFERENCE
3062,,F4DC,8D,D4,,,,,,BSR,LF4B2,APPLY THE SCALE FACTOR TO HORIZONTAL
3063,,F4DE,35,10,,,,,,PULS,X,GET THE VERTICAL DIFFERENCE
3064,,F4E0,10,9E,E8,,,,,LDY,ANGLE,GET DRAW ANGLE AND SCALE
3065,,F4E3,34,20,,,,,,PSHS,Y,SAVE THEM ON THE STACK
3066,,F4E5,6D,E4,,,,,LF4E5,TST,",S",CHECK DRAW ANGLE
3067,,F4E7,27,08,,,,,,BEQ,LF4F1,BRANCH IF NO ANGLE
3068,,F4E9,1E,10,,,,,,EXG,"X,D",SWAP HORIZONTAL AND VERTICAL DIFFERENCES
3069,,F4EB,8D,DF,,,,,,BSR,NEGACCD,NEGATE ACCD
3070,,F4ED,6A,E4,,,,,,DEC,",S",DECR ANGLE
3071,,F4EF,20,F4,,,,,,BRA,LF4E5,CHECK ANGLE AGAIN
3072,,F4F1,35,20,,,,,LF4F1,PULS,Y,PULL ANGLE AND SCALE OFF OF THE STACK
3073,,F4F3,CE,00,00,,,,,LDU,#0,DEFAULT HORIZONTAL END POSITION TO 0
3074,,F4F6,D3,C7,,,,,,ADDD,HORDEF,ADD DIFFERENCE TO HORIZONTAL START
3075,,F4F8,2B,02,,,,,,BMI,LF4FC,GO FORCE HORIZONTAL COORD TO 0 IF RESULT IS NEGATIVE
3076,,F4FA,1F,03,,,,,,TFR,"D,U",SAVE HORIZONTAL END POSITION IN U
3077,,F4FC,1F,10,,,,,LF4FC,TFR,"X,D",PUT DIFFERENCE IN ACCD
3078,,F4FE,8E,00,00,,,,,LDX,#0,DEFAULT THE VERTICAL END POSITION TO 0
3079,,F501,D3,C9,,,,,,ADDD,VERDEF,ADD THE DIFFERENCE TO VERTICAL START
3080,,F503,2B,02,,,,,,BMI,LF507,VERTICAL COORD = 0 IF RESULT IS NEGATIVE
3081,,F505,1F,01,,,,,,TFR,"D,X",SAVE VERTICAL POSITION IN X
3082,,,,,,,,,* MOVE THE DRAW POSITION; ENTER WITH ABSOLUTE HORIZONTAL POSITION,,,
3083,,,,,,,,,* IN U REGISTER AND ABSOULTE VERTICAL POSITION IN X REGISTER.,,,
3084,,F507,11,83,02,80,,,LF507,CMPU,#640,COMPARE TO MAX HORIZONTAL COORDINATE
3085,,F50B,25,03,,,,,,BCS,LF510,BRANCH IF WITHIN RANGE
3086,,F50D,CE,02,7F,,,,,LDU,#640-1,FORCE MAXIMUM VALUE IF NOT
3087,,F510,96,E6,,,,,LF510,LDA,HRMODE,GET HI-RES GRAPHICS MODE
3088,,F512,81,02,,,,,,CMPA,#$02,SEE WHICH ONE
3089,,F514,2E,09,,,,,,BGT,LF51F,BRANCH IF MODE 3 OR 4
3090,,F516,11,83,01,40,,,,CMPU,#320,MAX HORIZONTAL COORD FOR 320x192 MODES (1 AND 2)
3091,,F51A,25,03,,,,,,BCS,LF51F,BRANCH IF WITHIN LIMITS
3092,,F51C,CE,01,3F,,,,,LDU,#320-1,FORCE TO MAXIMUM IF NOT
3093,,F51F,8C,00,C0,,,,LF51F,CMPX,#192,IS VERTICAL COORD WITHIN RANGE?
3094,,F522,25,03,,,,,,BCS,LF527,BRANCH IF IT IS
3095,,F524,8E,00,BF,,,,,LDX,#192-1,FORCE TO MAXIMUM IF NOT
3096,,F527,DC,C7,,,,,LF527,LDD,HORDEF,GET LAST HORIZONTAL POSITION
3097,,F529,DD,BD,,,,,,STD,HORBEG,MAKE IT THE HORIZONTAL START
3098,,F52B,DC,C9,,,,,,LDD,VERDEF,GET LAST VERTICAL POSITION
3099,,F52D,DD,BF,,,,,,STD,VERBEG,MAKE IT THE VERTICAL START
3100,,F52F,9F,C5,,,,,,STX,VEREND,SAVE VERTICAL END COORD
3101,,F531,DF,C3,,,,,,STU,HOREND,SAVE HORIZONTAL END COORDINATE
3102,,F533,0D,D5,,,,,,TST,VD5,CHECK UPDATE FLAG
3103,,F535,26,04,,,,,,BNE,LF53B,BRANCH IF NO UPDATE
3104,,F537,9F,C9,,,,,,STX,VERDEF,UPDATE VERTICAL POSITION OF DRAW POINTER
3105,,F539,DF,C7,,,,,,STU,HORDEF,DO THE SAME WITH THE HORIZONTAL DRAW POINTER
3106,,F53B,BD,EA,0D,,,,LF53B,JSR,LEA0D,"NORMALIZE COORDS IN HOREND,VEREND AND HORBEG,VERBEG"
3107,,F53E,0D,D6,,,,,,TST,VD6,CHECK DRAW FLAG
3108,,F540,26,03,,,,,,BNE,LF545,BRANCH IF NO DRAW
3109,,F542,BD,E9,4E,,,,,JSR,LE94E,"DRAWLINE FROM (HORBEG,VERBEG) TO (HOREND,VEREND)"
3110,,F545,0F,D5,,,,,LF545,CLR,VD5,RESET UPDATE FLAG
3111,,F547,0F,D6,,,,,,CLR,VD6,RESET DRAW FLAG
3112,,F549,7E,F3,CF,,,,,JMP,LF3CF,GO GET ANOTHER COMMAND
3113,,,,,,,,,,,,
3114,,,,,,,,,* SET THE DRAW POSITION,,,
3115,,F54C,BD,F5,91,,,,LF54C,JSR,LF591,GET A CHAR FROM COMMAND LINE
3116,,F54F,34,02,,,,,,PSHS,A,SAVE IT
3117,,F551,BD,F5,78,,,,,JSR,LF578,EVALUATE THE HORIZONTAL DIFFERENCE
3118,,F554,34,06,,,,,,PSHS,"B,A",SAVE IT ON THE STACK
3119,,F556,BD,F5,91,,,,,JSR,LF591,GET A CHAR FROM COMMAND LINE
3120,,F559,81,2C,,,,,,CMPA,"#','",CHECK FOR COMMA
3121,,F55B,10,26,BE,EB,,,,LBNE,ILLFUNC,ILLEGAL FUCNTION CALL ERROR IF NO COMMA
3122,,F55F,BD,F5,75,,,,,JSR,LF575,EVALUATE THE VERTICAL DIFFERENCE
3123,,F562,1F,01,,,,,,TFR,"D,X",SAVE VERTICAL DIFFERENCE IN X
3124,,F564,35,40,,,,,,PULS,U,GET HORIZONTAL DIFFERENCE IN U
3125,,F566,35,02,,,,,,PULS,A,GET FIRST COMMAND CHARACTER
3126,,F568,81,2B,,,,,,CMPA,#'+',CHECK FOR PLUS
3127,,F56A,27,04,,,,,,BEQ,LF570,TREAT VALUES IN X AND U AS DIFFERENCES AND MOVE POINTER
3128,,F56C,81,2D,,,,,,CMPA,#'-',CHECK FOR MINUS
3129,,F56E,26,97,,,,,,BNE,LF507,"IF NOT '+' OR '-', MOVE THE POINTER TO THE COORDINATES IN U AND ACCD"
3130,,F570,1F,30,,,,,LF570,TFR,"U,D",PUT HORIZONTAL DIFFERENCE IN ACCD; X CONTAINS THE VERTICAL DIFFERENCE
3131,,F572,7E,F4,D4,,,,,JMP,LF4D4,GOMOVE THE DRAW POSITION
3132,,F575,BD,F5,91,,,,LF575,JSR,LF591,GET A CHAR FROM COMMAND LINE
3133,,F578,81,2B,,,,,LF578,CMPA,#'+',CHECK FOR LEADING + (RELATIVE MOTION)
3134,,F57A,27,07,,,,,,BEQ,LF583,BRANCH IF RELATIVE
3135,,F57C,81,2D,,,,,,CMPA,#'-',DO THE SAME FOR THE MINUS SIGN
3136,,F57E,27,04,,,,,,BEQ,LF584,BRANCH IF RELATIVE
3137,,F580,BD,F5,F2,,,,,JSR,LF5F2,MOVE COMMAND STRING BACK ONE IF NOT RELATIVE MOTION
3138,,F583,4F,,,,,,LF583,CLRA,,"IF ACCA=0, THEN '+'; IF ACCA <> 0, THEN '-'"
3139,,F584,34,02,,,,,LF584,PSHS,A,"SAVE ADD/SUB FLAG; 0=ADD, <> 0 = SUBTRACT"
3140,,F586,BD,F3,BD,,,,,JSR,LF3BD,EVALUATE DECIMAL NUMBER IN COMMAND STRING - RETURN VALUE IN ACCD
3141,,F589,6D,E0,,,,,,TST,",S+",CHECK THE ADD/SUBTRACT FLAG AND CLEAN UP THE STACK
3142,,F58B,27,03,,,,,,BEQ,LF590,BRANCH IF ADD
3143,,,,,,,,,* THIS IS A BUG; SHOULD BE JSR NEGACCD INSTEAD OF THE NEXT TWO INSTRUCTIONS,,,
3144,,F58D,50,,,,,,,NEGB,,
3145,,F58E,82,00,,,,,,SBCA,#$00,
3146,,F590,39,,,,,,LF590,RTS,,
3147,,,,,,,,,,,,
3148,,,,,,,,,* GET NEXT COMMAND - RETURN VALUE IN ACCA,,,
3149,,F591,34,10,,,,,LF591,PSHS,X,SAVE X REGISTER
3150,,F593,0D,D8,,,,,LF593,TST,VD8,CHECK COMMAND COUNTER
3151,,F595,10,27,BE,B1,,,,LBEQ,ILLFUNC,ILLEGAL FUNCTION CALL ERROR IF NO COMMAND DATA LEFT
3152,,F599,9E,D9,,,,,,LDX,VD9,GET COMMAND ADDRESS
3153,,F59B,A6,80,,,,,,LDA,",X+",GET COMMAND
3154,,F59D,9F,D9,,,,,,STX,VD9,SAVE NEW COMMAND ADDRESS
3155,,F59F,0A,D8,,,,,,DEC,VD8,DECREMENT COMMAND COUNTER
3156,,F5A1,81,20,,,,,,CMPA,#SPACE,CHECK FOR BLANK
3157,,F5A3,27,EE,,,,,,BEQ,LF593,IGNORE BLANKS
3158,,F5A5,35,90,,,,,,PULS,"X,PC",RESTORE X REGISTER AND RETURN
3159,,,,,,,,,,,,
3160,,F5A7,81,3D,,,,,LF5A7,CMPA,#'=',CHECK FOR A VARIABLE EQUATE
3161,,F5A9,26,0B,,,,,,BNE,LF5B6,BRANCH IF NOT VARIABLE EQUATE
3162,,F5AB,34,60,,,,,,PSHS,"U,Y",SAVE REGISTERS
3163,,F5AD,8D,62,,,,,,BSR,LF611,INTERPRET THE VARIABLE IN THE COMMAND LINE
3164,,F5AF,BD,B3,E9,,,,,JSR,LB3E9,CONVERT VARIABLE INTO A POSITIVE INTEGER IN ACCD
3165,,F5B2,DD,D3,,,,,,STD,VD3,SAVE THE SUBCOMMAND VALUE
3166,,F5B4,35,E0,,,,,,PULS,"Y,U,PC",RESTORE REGISTERS AND RETURN
3167,,F5B6,BD,F6,08,,,,LF5B6,JSR,LF608,CLEAR CARRY IF NUMERIC
3168,,F5B9,10,25,BE,8D,,,,LBCS,ILLFUNC,ILLEGAL FUNCTION CALL IF NOT NUMERIC
3169,,F5BD,0F,D3,,,,,,CLR,VD3,*
3170,,F5BF,0F,D4,,,,,,CLR,VD4,* INITIALIZE THE SUBCOMMAND VALUE TO ZERO
3171,,,,,,,,,* STRIP A DECIMAL ASCII VALUE FROM THE COMMAND STRING AND RETURN THE BINARY VALUE IN VD3,,,
3172,,F5C1,80,30,,,,,LF5C1,SUBA,#'0',MASK OFF ASCII
3173,,F5C3,97,D7,,,,,,STA,VD7,SAVE TEMPORARILY
3174,,F5C5,DC,D3,,,,,,LDD,VD3,GET THE CURRENT SUBCOMMAND VALUE
3175,,F5C7,8D,34,,,,,,BSR,LF5FD,MULTIPLY ACCD BY 10
3176,,F5C9,DB,D7,,,,,,ADDB,VD7,ADD THE CURRENT DIGIT
3177,,F5CB,89,00,,,,,,ADCA,#$00,PROPAGATE THE CARRY
3178,,F5CD,DD,D3,,,,,,STD,VD3,SAVE THE NEW SUBCOMMAND VALUE
3179,,F5CF,96,E6,,,,,,LDA,HRMODE,GET THE HI-RES GRAPHICS MODE
3180,,F5D1,81,02,,,,,,CMPA,#$02,IS IT A 640 OR 320 BYTES/PIXEL ROW MODE?
3181,,F5D3,2E,05,,,,,,BGT,LF5DA,BRANCH IF 640 PIXELS/HORIZONTAL ROW MODE
3182,,F5D5,CC,01,3F,,,,,LDD,#320-1,MAXIMUM HORIZONTAL PIXELS IN THE 320 PIXEL MODE
3183,,F5D8,20,03,,,,,,BRA,LF5DD,
3184,,F5DA,CC,02,7F,,,,LF5DA,LDD,#640-1,MAXIMUM HORIZONTAL PIXELS IN THE 640 PIXEL MODE
3185,,F5DD,10,93,D3,,,,LF5DD,CMPD,VD3,COMPARE THE SUBCOMMAND TO THE MAXIMUM PERMISSABLE
3186,,F5E0,10,2D,BE,66,,,,LBLT,ILLFUNC,ILLEGAL FUNCTION CALL IF SUBCOMMAND TOO BIG
3187,,F5E4,DC,D3,,,,,,LDD,VD3,THIS INSTRUCTION IS USELESS
3188,,F5E6,0D,D8,,,,,,TST,VD8,CHECK THE COMMAND COUNTER
3189,,F5E8,27,10,,,,,,BEQ,LF5FA,BRANCH IF NO COMMANDS LEFT
3190,,F5EA,BD,F5,91,,,,,JSR,LF591,GET ANOTHER COMMAND
3191,,F5ED,BD,F6,08,,,,,JSR,LF608,CLEAR CARRY IF NUMERIC
3192,,F5F0,24,CF,,,,,,BCC,LF5C1,BRANCH IF MORE NUMERIC DATA TO CONVERT
3193,,F5F2,0C,D8,,,,,LF5F2,INC,VD8,ADD ONE TO THE COMMAND COUNTER
3194,,F5F4,9E,D9,,,,,,LDX,VD9,*
3195,,F5F6,30,1F,,,,,,LEAX,"$-01,X",*
3196,,F5F8,9F,D9,,,,,,STX,VD9,* MOVE THE COMMAND STRING BACK ONE
3197,,F5FA,DC,D3,,,,,LF5FA,LDD,VD3,LOAD ACCD WITH THE VALUE OF THE SUBCOMMAND
3198,,F5FC,39,,,,,,,RTS,,
3199,,,,,,,,,,,,
3200,,,,,,,,,* MULTIPLY ACCD BY TEN,,,
3201,,F5FD,58,,,,,,LF5FD,ALSB,,
3202,,F5FE,49,,,,,,,ROLA,,MULTIPLY ACCD BY 2
3203,,F5FF,34,06,,,,,,PSHS,"B,A",SAVE ACCD TIME 2
3204,,F601,58,,,,,,,ALSB,,
3205,,F602,49,,,,,,,ROLA,,
3206,,F603,58,,,,,,,ALSB,,
3207,,F604,49,,,,,,,ROLA,,NOW ACCD = ACCD * 8
3208,,F605,E3,E1,,,,,,ADDD,",S++",ADD ACCD*2; THE RESULT IS NOW ACCD*10
3209,,F607,39,,,,,,,RTS,,
3210,,,,,,,,,,,,
3211,,,,,,,,,* CLEAR THE CARRY FLAG IF ACCA CONTAINS A NUMERIC ASCII VALUE ($30-$39),,,
3212,,F608,81,30,,,,,LF608,CMPA,#'0',
3213,,F60A,25,04,,,,,,BCS,LF610,RETURN IF LESS THAN ASCII ZERO
3214,,F60C,80,3A,,,,,,SUBA,#'9'+1,
3215,,F60E,80,C6,,,,,,SUBA,#-('9'+1),SET CARRY IF NOT 0-9
3216,,F610,39,,,,,,LF610,RTS,,
3217,,,,,,,,,* INTERPRET THE CURRENT COMMAND STRING AS IF IT WERE A BASIC VARIABLE,,,
3218,,F611,9E,D9,,,,,LF611,LDX,VD9,GET THE COMMAND POINTER
3219,,F613,34,10,,,,,,PSHS,X,SAVE IT
3220,,F615,BD,F5,91,,,,,JSR,LF591,GET A COMMAND STRING CHARACTER
3221,,F618,BD,B3,A2,,,,,JSR,LB3A2,SET CARRY IF NOT UPPER CASE ALPHA
3222,,F61B,10,25,BE,2B,,,,LBCS,ILLFUNC,ILLEGAL FUNCTION CALL ERROR IF NOT ALPHA - ILLEGAL VARIABLE NAME
3223,,F61F,BD,F5,91,,,,LF61F,JSR,LF591,GET COMMAND STRING CHARACTER
3224,,F622,81,3B,,,,,,CMPA,#';',CHECK FOR A SEMICOLON (SUBCOMMAND SEPARATOR)
3225,,F624,26,F9,,,,,,BNE,LF61F,LOOP UNTIL SEMICOLON FOUND
3226,,F626,35,10,,,,,,PULS,X,GET THE START OF THE VARIABLE NAME
3227,,F628,DE,A6,,,,,,LDU,CHARAD,GET THE CURRENT ADDRESS OF THE VARIABLE NAME
3228,,F62A,34,40,,,,,,PSHS,U,SAVE IT
3229,,F62C,9F,A6,,,,,,STX,CHARAD,PUT THE COMMAND POINTER IN PLACE OF BASIC'S INPUT POINTER
3230,,F62E,BD,B2,84,,,,,JSR,LB284,EVALUATE AN ALPHA EXPRESSION
3231,,F631,35,10,,,,,,PULS,X,GET BASIC'S POINTER BACK
3232,,F633,9F,A6,,,,,,STX,CHARAD,RESTORE BASIC'S INPUT POINTER
3233,,F635,39,,,,,,,RTS,,
3234,,,,,,,,,,,,
3235,,,,,,,,,* WIDTH,,,
3236,,F636,0F,E6,,,,,WIDTH,CLR,HRMODE,TURN OFF HI-RES GRAPHICS MODE
3237,,F638,10,21,09,C4,,,,LBRN,RAMLINK,RAM HOOK
3238,,F63C,81,00,,,,,,CMPA,#$00,TEST FOR END OF LINE - NO ARGUMENT GIVEN
3239,,F63E,27,0F,,,,,,BEQ,LF64F,'FC' ERROR IF NO ARGUMENT
3240,,F640,BD,B7,0B,,,,,JSR,EVALEXPB,"EVALUATE EXPRESSION, RETURN VALUE IN ACCB"
3241,,F643,C1,20,,,,,,CMPB,#32,32 COLUMNS
3242,,F645,27,0B,,,,,,BEQ,COL32,
3243,,F647,C1,28,,,,,,CMPB,#40,40 COLUMNS
3244,,F649,27,11,,,,,,BEQ,COL40,
3245,,F64B,C1,50,,,,,,CMPB,#80,80 COLUMNS
3246,,F64D,27,2A,,,,,,BEQ,COL80,
3247,,F64F,7E,B4,4A,,,,LF64F,JMP,ILLFUNC,ILLEGAL FUNCTION CALL ERROR
3248,,,,,,,,,,,,
3249,,,,,,,,,* 32 COLUMNS,,,
3250,,F652,4F,,,,,,COL32,CLRA,,32 COLUMN MODE FLAG
3251,,F653,97,E7,,,,,,STA,HRWIDTH,SAVE THE HI-RES TEXT MODE
3252,,F655,BD,A9,28,,,,,JSR,LA928,CLEAR THE 32 COLUMN SCREEN
3253,,F658,17,E9,BE,,,,,LBSR,SETTEXT,SETUP THE VIDEO MODE REGISTERS
3254,,F65B,39,,,,,,,RTS,,
3255,,,,,,,,,,,,
3256,,,,,,,,,* 40 COLUMNS,,,
3257,,F65C,86,01,,,,,COL40,LDA,#$01,40 COLUMN MODE FLAG
3258,,F65E,97,E7,,,,,,STA,HRWIDTH,SAVE THE HI-RES TEXT MODE
3259,,F660,17,01,0F,,,,,LBSR,LF772,PUT THE HI-RES TEXT SCREEN INTO THE LOGICAL ADDRESS SPACE
3260,,F663,86,28,,,,,,LDA,#40,40 COLUMNS
3261,,F665,C6,18,,,,,,LDB,#ROWMAX,MAXIMUM NUMBER OF ROWS
3262,,F667,FD,FE,04,,,,,STD,H.COLUMN,SAVE THE NUMBER OF COLUMNS AND ROWS
3263,,F66A,CC,27,80,,,,,LDD,#HRSCREEN+40*ROWMAX*2,END OF THE HI-RES TEXT SCREEN
3264,,,,,,,,,,,,
3265,,F66D,FD,FE,06,,,,LF66D,STD,H.DISPEN,SAVE THE END OF THE HI-RES TEXT SCREEN
3266,,F670,8D,1A,,,,,,BSR,LF68C,RESET HI-RES TEXT SCREEN
3267,,F672,17,01,03,,,,,LBSR,LF778,PUT BLOCK 7.1 INTO LOGICAL BLOCK 1
3268,,F675,17,E9,A1,,,,,LBSR,SETTEXT,SETUP THE VIDEO MODE REGISTERS
3269,,F678,39,,,,,,,RTS,,
3270,,,,,,,,,,,,
3271,,,,,,,,,* 80 COLUMNS,,,
3272,,F679,86,02,,,,,COL80,LDA,#$02,80 COLUMN MODE FLAG
3273,,F67B,97,E7,,,,,,STA,HRWIDTH,SAVE THE HI-RES TEXT MODE
3274,,F67D,17,00,F2,,,,,LBSR,LF772,PUT THE HI-RES TEXT SCREEN INTO THE LOGICAL ADDRESS SPACE
3275,,F680,86,50,,,,,,LDA,#80,80 COLUMNS
3276,,F682,C6,18,,,,,,LDB,#ROWMAX,MAXIMUM NUMBER OF ROWS
3277,,F684,FD,FE,04,,,,,STD,H.COLUMN,SAVE THE NUMBER OF COLUMNS AND ROWS
3278,,F687,CC,2F,00,,,,,LDD,#HRSCREEN+80*ROWMAX*2,END OF THE HI-RES TEXT SCREEN
3279,,F68A,20,E1,,,,,,BRA,LF66D,
3280,,,,,,,,,,,,
3281,,F68C,8E,20,00,,,,LF68C,LDX,#HRESSCRN,POINT X TO THE TOP OF THE HI-RES TEXT SCREEN
3282,,F68F,10,21,09,6D,,,,LBRN,RAMLINK,RAM HOOK
3283,,F693,BF,FE,00,,,,,STX,H.CRSLOC,SAVE THE START OF THE HI-RES TEXT SCREEN
3284,,F696,86,20,,,,,,LDA,#SPACE,INITIALIZE CHARACTERS TO SPACES
3285,,F698,F6,FE,08,,,,,LDB,H.CRSATT,GET THE CHARACTER ATTRIBUTES
3286,,F69B,ED,81,,,,,LF69B,STD,",X++",SAVE THE CHARACTER AND ATTRIBUTES IN HI-RES TEXT SCREEN
3287,,F69D,BC,FE,06,,,,,CMPX,H.DISPEN,COMPARE TO THE END OF HI-RES TEXT SCREEN
3288,,F6A0,25,F9,,,,,,BCS,LF69B,LOOP UNTIL ALL MEMORY INITIALIZED
3289,,F6A2,8E,20,00,,,,,LDX,#HRESSCRN,RESET X TO THE TOP OF THE SCREEN
3290,,F6A5,4F,,,,,,,CLRA,,
3291,,F6A6,B7,FE,02,,,,,STA,H.CURSX,SET THE CURSOR X COORDINATE (COLUMN) TO ZERO
3292,,F6A9,B7,FE,03,,,,,STA,H.CURSY,SET THE CURSOR Y COORDIANTE (ROW) TO ZERO
3293,,F6AC,39,,,,,,,RTS,,
3294,,,,,,,,,,,,
3295,,,,,,,,,* CLS PATCH ENTERED FROM $8C4C,,,
3296,,F6AD,35,01,,,,,ALINK23,PULS,CC,RESTORE THE ZERO FLAG
3297,,F6AF,10,21,09,4D,,,,LBRN,RAMLINK,RAM HOOK
3298,,F6B3,27,2B,,,,,,BEQ,LF6E0,CLEAR THE SCREEN CURSOR ATTRIBUTES IF NO ARGUMENT
3299,,F6B5,BD,B7,0B,,,,,JSR,EVALEXPB,"EVALUATE EXPRESSION, RETURN VALUE IN ACCB"
3300,,F6B8,5D,,,,,,,TSTB,,TEST ARGUMENT
3301,,F6B9,27,25,,,,,,BEQ,LF6E0,BRANCH IF CLS 0
3302,,F6BB,C1,08,,,,,,CMPB,#$08,CHECK FOR CLS 8
3303,,F6BD,22,28,,,,,,BHI,LF6E7,BRANCH IF > CLS 8
3304,,F6BF,5A,,,,,,,DECB,,CHANGE 1-8 TO 0-7
3305,,F6C0,31,8D,EF,B4,,,,LEAY,"IM.PALET,PC",POINT TO THE PALETTE REGISTER IMAGES
3306,,F6C4,A6,A5,,,,,,LDA,"B,Y",GET THE COLOR IN THE PALETTE REGISTER
3307,,F6C6,B7,FF,9A,,,,,STA,V.BORDER,AND SAVE IT AS THE NEW BORDER COLOR
