0644,,E0D7,8D,18,,,,,,BSR,LE0F1,COPY THE RAM IMAGE OF THE MMU REGISTERS INTO THE MMU REGISTERS
0645,,E0D9,35,10,,,,,,PULS,X,RESTORE MMU IMAGE POINTER
0646,,E0DB,C6,35,,,,,,LDB,#BLOCK6.5,"GET THE 'NORMAL' BLOCK FOR TASK REGISTER 1, LOGICAL BLOCK 6"
0647,,E0DD,E7,0E,,,,,,STB,"14,X",PUT IT BACK INTO TASK REGISTER 1 IMAGE
0648,,E0DF,35,B6,,,,,,PULS,"A,B,X,Y,PC",
0649,,,,,,,,,,,,
0650,,,,,,,,,* MASTER IMAGES USED TO PROGRAM THE CUSTOM CHIP'S MMU REGISTERS,,,
0651,,,,,,,,,* TASK REGISTER 0,,,
0652,,E0E1,38,39,3A,3B,3C,3D,IM.MMU,FCB,"BLOCK7.0,BLOCK7.1,BLOCK7.2",DEFAULT VALUES
0653,,E0E7,3E,3F,,,,,,,"BLOCK7.3,BLOCK7.4,BLOCK7.5",
0654,,,,,,,,,,,"BLOCK7.6,BLOCK7.7",
0655,,,,,,,,,* TASK REGISTER 1,,,
0656,,E0E9,38,30,31,32,33,3D,LE0E9,FCB,"BLOCK7.0,BLOCK6.0,BLOCK6.1",DEFAULT VALUES
0657,,E0EF,35,3F,,,,,,,"BLOCK6.2,BLOCK6.3,BLOCK7.5",
0658,,,,,,,,,,,"BLOCK6.5,BLOCK7.7",
0659,,,,,,,,,,,,
0660,,,,,,,,,* COPY 16 BYTES INTO THE MMU REGISTERS,,,
0661,,,,,,,,,* ENTER WITH X POINTING TO THE 16 BYTES,,,
0662,,E0F1,10,8E,FF,A0,,,LE0F1,LDY,#MMUREG,POINT TO THE MMU REGISTERS
0663,,E0F5,C6,10,,,,,,LDB,#16,16 MMU REGISTERS
0664,,E0F7,A6,80,,,,,LE0F7,LDA,",X+",GET A BYTE
0665,,E0F9,A7,A0,,,,,,STA,",Y+",AND PUT IT INTO THE MMU REGISTER
0666,,E0FB,5A,,,,,,,DECB,,DECREMENT THE BYTE COUNT
0667,,E0FC,26,F9,,,,,,BNE,LE0F7,KEEP GOING UNTIL ALL REGISTERS MOVED
0668,,E0FE,39,,,,,,,RTS,,
0669,,,,,,,,,,,,
0670,,,,,,,,,* SELECT TASK REGISTER 0 AS THE ACTIVE TASK REGISTER,,,
0671,,,,,,,,,* ENTER WITH THE STACK POINTING TO A TEMPORARY LOCATION; THE PERMANENT,,,
0672,,,,,,,,,* STACK POINTER WAS SAVED ON THIS TEMPORARY STACK WHEN TASK REGISTER 1,,,
0673,,,,,,,,,* WAS SELECTED AS THE ACTIVE TASK REGISTER,,,
0674,,,,,,,,,,,,
0675,,E0FF,DD,40,,,,,SELTASK0,STD,V40,TEMPORARILY SAVE ACCD
0676,,E101,EC,E4,,,,,,LDD,",S",GET THE RETURN ADDRESS OFF THE STACK
0677,,E103,DD,42,,,,,,STD,V42,AND TEMPORARILY SAVE IT IN V42
0678,,E105,EC,62,,,,,,LDD,"$02,S",GET THE PERMANENT STACK POINTER FROM THE STACK
0679,,E107,DD,44,,,,,,STD,V44,AND TEMPORARILY SAVE IT IN V44
0680,,E109,5F,,,,,,,CLRB,,TASK REGISTER 0 AND TIMER INPUT OF 63.5 MICROSECONDS
0681,,E10A,F7,FF,91,,,,,STB,INIT1,PROGRAM INITIALIZATION REGISTER 1
0682,,E10D,10,DE,44,,,,,LDS,V44,RESET THE STACK POINTER
0683,,E110,DC,42,,,,,,LDD,V42,GET BACK THE RETURN ADDRESS
0684,,E112,34,06,,,,,,PSHS,"B,A",AND PUT IT ONTO THE STACK
0685,,E114,DC,40,,,,,,LDD,V40,RESTORE ACCD
0686,,E116,1C,AF,,,,,,ANDCC,#$AF,"TURN ON IRQ, FIRQ"
0687,,E118,39,,,,,,,RTS,,
0688,,,,,,,,,,,,
0689,,,,,,,,,* SELECT TASK REGISTER 1 AS THE ACTIVE TASK REGISTER,,,
0690,,,,,,,,,* EXIT WITH THE STACK POINTER SET TO A TEMPORARY LOCATION,,,
0691,,E119,1A,50,,,,,SELTASK1,ORCC,#$50,DISABLE INTERRUPTS
0692,,E11B,DD,40,,,,,,STD,V40,TEMPORARILY SAVE ACCD IN V40
0693,,E11D,35,06,,,,,,PULS,"A,B",GET THE RETURN ADDRESS
0694,,E11F,DD,42,,,,,,STD,V42,AND TEMPORARILY SAVE IT IN V42
0695,,E121,10,DF,44,,,,,STS,V44,TEMPORARILY SAVE THE STACK POINTER IN V44
0696,,E124,C6,01,,,,,,LDB,#$01,TASK REGISTER 1 AND TIMER INPUT AT 63.5 MICROSECONDS
0697,,E126,F7,FF,91,,,,,STB,INIT1,SETUP INITIALIZATION REGISTER 1
0698,,E129,10,CE,DF,FF,,,,LDS,#TMPSTACK,PUT THE STACK JUST BELOW THE START OF ENHANCED BASIC
0699,,E12D,DC,44,,,,,,LDD,V44,GET THE OLD STACK POINTER BACK
0700,,E12F,34,06,,,,,,PSHS,"B,A",AND STUFF IT ONTO THE STACK
0701,,E131,DC,42,,,,,,LDD,V42,GET THE RETURN ADDRESS BACK
0702,,E133,34,06,,,,,,PSHS,"B,A",AND STUFF IT ONTO THE STACK TOO
0703,,E135,DC,40,,,,,,LDD,V40,GET BACK ACCD
0704,,E137,39,,,,,,,RTS,,
0705,,,,,,,,,,,,
0706,,,,,,,,,* CRUNCH A TOKEN PATCH ENTERED FROM $B8D4,,,
0707,,E138,0D,41,,,,,ALINK2,TST,V41,CHECK THE TOKEN FLAG
0708,,E13A,26,16,,,,,,BNE,LE152,BRANCH IF IT IS A FUNCTION TOKEN
0709,,E13C,96,42,,,,,,LDA,V42,GET THE TOKEN COUNTER
0710,,E13E,81,62,,,,,,CMPA,#$62,COMPARE TO THE FIRST ENHANCED BASIC TOKEN
0711,,E140,23,06,,,,,,BLS,LE148,BRANCH IF BEFORE FIRST TOKEN
0712,,E142,CE,01,1B,,,,,LDU,#COMVEC-5,POINT U TO EXTENDED COLOR BASIC'S INTERPRETATION TABLE
0713,,E145,7E,B8,D7,,,,,JMP,LB8D7,RE-ENTER THE MAIN STREAM CODE
0714,,E148,86,62,,,,,LE148,LDA,#$62,FORCE THE TOKEN COUNTER TO THE FIRST ENHANCED BASIC TOKEN NUMBER
0715,,E14A,CE,E1,58,,,,,LDU,LE158,POINT TO ENHANCED BASIC'S COMMAND INTERPRETATION TABLE
0716,,E14D,97,42,,,,,LE14D,STA,V42,SAVE THE NEW TOKEN COUNTER
0717,,E14F,7E,B8,9D,,,,,JMP,LB89D,RE-ENTER THE MAIN STREAM CODE
0718,,E152,96,42,,,,,LE152,LDA,V42,GET THE TOKEN COUNTER
0719,,E154,81,29,,,,,,CMPA,#$29,COMPARE TO THE FIRST ENHANCED FUNCTION TOKEN NUMBER
0720,,E156,23,03,,,,,,BLS,LE15B,BRANCH IF LESS THAN ENHANCED TOKEN NUMBER
0721,,E158,7E,B8,D7,,,,LE158,JMP,LB9D7,RE-ENTER THE MAIN STREAM CODE
0722,,E15B,86,29,,,,,LE15B,LDA,#$29,FORCE COUNTER TO FIRST ENHANCED FUNCTION
0723,,E15D,CE,E1,5D,,,,LE15D,LDU,#LE15D,POINT TO THE ENHANCED FUNCTION INTERPRETATION TABLE
0724,,E160,20,EB,,,,,,BRA,LE14D,
0725,,,,,,,,,,,,
0726,,,,,,,,,* BASIC 2.0 COMMAND INTERPRETATION VECTOR TABLE,,,
0727,,E162,17,,,,,,EBCOMTAB,FCB,23,23 BASIC 2.0 COMMANDS
0728,,E163,E1,C5,,,,,LE163,FDB,COMDIC20,BASIC 2.0'S COMMAND DICTIONARY
0729,,E165,E1,92,,,,,LE165,FDB,ALINK4,COMMAND PROCESSING ROUTINE ENTRY POINT
0730,,E167,05,,,,,,LE167,FCB,5,5 BASIC 2.0 FUNCTIONS
0731,,E168,E2,64,,,,,LE168,FDB,FUNDIC20,FUNCTION DICTIONARY TABLE
0732,,E16A,E1,A6,,,,,LE16A,FDB,ALINK5,FUNCTION PROCESSING ROUTINE ENTRY POINT
0733,,E16C,00,00,00,00,00,00,LE16C,FCB,"$00,$00,$00,$00,$00,$00",DUMMY SPACE USED TO SIMULATE AN EMPTY COMMAND INTERP. VECTOR TABLE
0734,,,,,,,,,,,,
0735,,,,,,,,,* UNCRUNCH A TOKEN PATCH ENTERED FROM $B7F3,,,
0736,,E172,33,4A,,,,,ALINK3,LEAU,"10,U",SKIP TO THE NEXT COMMAND INTERPRETATION TABLE
0737,,E174,6D,C4,,,,,,TST,",U",IS THIS A VALID TABLE?
0738,,E176,10,26,D6,7F,,,,LBNE,LD67F,YES - RE-ENTER THE MAIN STREAM CODE
0739,,E17A,30,1F,,,,,,LEAX,"$-01,X","UNNECESSARY INSTRUCTION; NEXT ONE SHOULD JUST BE LDA -1,X"
0740,,E17C,A6,80,,,,,,LDA,",X+",GET THE TOKEN FROM BASIC'S INPUT LINE
0741,,E17E,84,7F,,,,,,ANDA,#$7F,STRIP OFF THE $80 COMMAND TOKEN BIAS
0742,,E180,81,62,,,,,,CMPA,#$62,FIRST LEGAL BASIC 2.0 COMMAND TOKEN NUMBER
0743,,E182,25,07,,,,,,BCS,LE18B,BRANCH IF LEGAL TOKEN
0744,,E184,80,62,,,,,,SUBA,#$62,ADJUST BASIC 2.0 TOKENS TO START AT 0
0745,,E186,CE,E1,58,,,,,LDU,#LE158,POINT TO ENHANCED BASIC'S COMMAND INTERPRETATION TABLE
0746,,E189,20,E7,,,,,,BRA,ALINK3,
0747,,E18B,80,29,,,,,LE18B,SUBA,#$29,SUBTRACT OUT THE FIRST ENHANCED FUNCTION TABLE
0748,,E18D,CE,E1,5D,,,,,LDU,#LE15D,POINT U TO BE ABLE TO SEARCH FOR AN ENHANCED FUNCTION TOKEN
0749,,E190,20,E0,,,,,,BRA,ALINK3,
0750,,,,,,,,,,,,
0751,,,,,,,,,* BASIC 2.0 COMMAND PROCESSING ROUTINE ENTRY POINT PATCH ENTERED FROM $8150,,,
0752,,E192,81,E2,,,,,ALINK4,CMPA,#$E2,TOKEN NUMBER OF FIRST ENHANCED BASIC COMMAND
0753,,E194,25,04,,,,,,BCS,LE19A,BRANCH IF LESS THAN ENHANCED TOKEN
0754,,E196,81,F8,,,,,,CMPA,#$F8,COMPARE TO THE HIGHEST ENHANCED BASIC TOKEN
0755,,E198,23,04,,,,,,BLS,LE19E,BRANCH IF ENHANCED BASIC TOKEN
0756,,E19A,6E,9F,01,37,,,LE19A,JMP,[COMVEC+23],GO TO DISK BASIC'S COMMAND HANDLER
0757,,E19E,80,E2,,,,,LE19E,SUBA,#$E2,SUBTRACT OUT THE NON-ENHANCED BASIC TOKENS
0758,,E1A0,8E,E2,36,,,,,LDX,#COMDIS20,POINT X TO ENHANCED BASIC'S COMMAND DISPATCH TABLE
0759,,E1A3,7E,AD,D4,,,,,JMP,LADD4,RE-ENTER THE MAIN STREAM CODE
0760,,,,,,,,,,,,
0761,,,,,,,,,* BASIC 2.0 FUNCTION PROCESSING ROUTINE PATCH ENTERED FROM $816C,,,
0762,,E1A6,C1,52,,,,,ALINK5,CMPB,#$52,COMPARE TO THE FIRST ENHANCED BASIC FUNCTION TOKEN
0763,,E1A8,25,04,,,,,,BCS,LE1AE,BRANCH IF LESS THAN ENHANCED TOKEN
0764,,E1AA,C1,5A,,,,,,CMPB,#$5A,COMPARE TO THE HIGHEST FUNCTION TOKEN
0765,,E1AC,23,04,,,,,,BLS,LE1B2,BRANCH IF ENHANCED TOKEN
0766,,E1AE,6E,9F,01,3C,,,LE1AE,JMP,[COMVEC+28],JUMP TO DISK BASIC'S FUNCTION HANDLER
0767,,E1B2,C0,52,,,,,LE1B2,SUBB,#$52,SUBTRACT OUT THE NON-ENHANCED BASIC TOKENS
0768,,E1B4,C1,04,,,,,,CMPB,#2*2,"CHECK FOR LPEEK, BUTTON, HPOINT"
0769,,E1B6,24,07,,,,,,BCC,LE1BF,"BRANCH IF ERNO, ERLIN"
0770,,E1B8,34,04,,,,,,PSHS,B,SAVE THE TOKEN COUNTER
0771,,E1BA,BD,B2,62,,,,,JSR,LB262,EVALUATE AN EXPRESSION IN PARENTHESIS
0772,,E1BD,35,04,,,,,,PULS,B,RESTORE THE TOKEN COUNTER
0773,,E1BF,8E,E2,7E,,,,LE1BF,LDX,#FUNDIS20,POINT TO ENHANCED BASIC'S FUNCTION DISPATCH TABLE
0774,,E1C2,7E,B2,CE,,,,,JMP,LB2CE,RE-ENTER THE MAIN STREAM CODE
0775,,,,,,,,,*,,,
0776,,,,,,,,,* BASIC 2.0 COMMAND DICTIONARY TABLE,,,
0777,,,,,,,,,*,,,
0778,,,,,,,,,*,,,TOKEN #
0779,,E1C5,57,49,44,54,C8,,COMDIC20,FCC,"'WIDT',$80+'H'",E2
0780,,E1CA,50,41,4C,45,54,54,LE1CA,FCC,"'PALETT',$80+'E'",E3
0781,,E1D0,C5,,,,,,,,,
0782,,E1D1,48,53,43,52,45,45,LE1D1,FCC,"'HSCREE',$80+'N'",E4
0783,,E1D7,CE,,,,,,,,,
0784,,E1D8,4C,50,4F,4B,C5,,LE1D8,FCC,"'LPOK',$80+'E'",E5
0785,,E1DD,48,43,4C,D3,,,LE1DD,FCC,"'HCL',$80+'S'",E6
0786,,E1E1,48,43,4F,4C,4F,D2,LE1E1,FCC,"'HCOLO',$80+'R'",E7
0787,,E1E7,48,50,41,49,4E,D4,LE1E7,FCC,"'HPAIN',$80+'T'",E8
0788,,E1ED,48,43,49,52,43,4C,LE1ED,FCC,"'HCIRCL',$80+'E'",E9
0789,,E1F3,C5,,,,,,,,,
0790,,E1F4,48,4C,49,4E,C5,,LE1F4,FCC,"'HLIN',$80+'E'",EA
0791,,E1F9,48,47,45,D4,,,LE1F9,FCC,"'HGE',$80+'T'",EB
0792,,E1FD,48,50,55,D4,,,LE1FD,FCC,"'HPU',$80+'T'",EC
0793,,E201,48,42,55,46,C6,,LE201,FCC,"'HBUF',$80+'F'",ED
0794,,E206,48,50,52,49,4E,D4,LE206,FCC,"'HPRIN',$80+'T'",EE
0795,,E20C,45,52,D2,,,,LE20C,FCC,"'ER',$80+'R'",EF
0796,,E20F,42,52,CB,,,,LE20F,FCC,"'BR',$80+'K'",F0
0797,,E212,4C,4F,43,41,54,C5,LE212,FCC,"'LOCAT',$80+'E'",F1
0798,,E218,48,53,54,41,D4,,LE218,FCC,"'HSTA',$80+'T'",F2
0799,,E21D,48,53,45,D4,,,LE21D,FCC,"'HSE',$80+'T'",F3
0800,,E221,48,52,45,53,45,D4,LE221,FCC,"'HRESE',$80+'T'",F4
0801,,E227,48,44,52,41,D7,,LE227,FCC,"'HDRA',$80+'W'",F5
0802,,E22C,43,4D,D0,,,,LE22C,FCC,"'CM',$80+'P'",F6
0803,,E22F,52,47,C2,,,,LE22F,FCC,"'RG',$80+'B'",F7
0804,,E232,41,54,54,D2,,,LE232,FCC,"'ATT',$80+'R'",F8
0805,,,,,,,,,*,,,
0806,,,,,,,,,* BASIC 2.0 COMMAND DISPATCH TABLE,,,
0807,,,,,,,,,*,,,
0808,,,,,,,,,*,,,        TOKEN #
0809,,E236,F6,36,,,,,COMDIS20,FDB,WIDTH,WIDTH   E2
0810,,E238,E5,F0,,,,,LE238,FDB,PALETTE,PALETTE E3
0811,,E23A,E6,88,,,,,LE23A,FDB,HSCREEN,HSCREEN E4
0812,,E23C,E5,45,,,,,LE23C,FDB,LPOKE,LPOKE   E5
0813,,E23E,E6,CF,,,,,LE23E,FDB,HCLS,HCLS    E6
0814,,E240,E6,F4,,,,,LE240,FDB,HCOLOR,HCOLOR  E7
0815,,E242,EB,F5,,,,,LE242,FDB,HPAINT,HPAINT  E8
0816,,E244,EA,49,,,,,LE244,FDB,HCIRCLE,HCIRCLE E9
0817,,E246,E8,82,,,,,LE246,FDB,HLINE,HLINE   EA
0818,,E248,ED,E5,,,,,LE248,FDB,HGET,HGET    EB
0819,,E24A,ED,ED,,,,,LE24A,FDB,HPUT,HPUT    EC
0820,,E24C,ED,58,,,,,LE24C,FDB,HBUFF,HBUFF   ED
0821,,E24E,EF,3F,,,,,LE24E,FDB,HPRINT,HPRINT  EE
0822,,E250,E3,D4,,,,,LE250,FDB,ERR,ERR     EF
0823,,E252,E3,E6,,,,,LE252,FDB,BRK,BRK     F0
0824,,E254,F8,D2,,,,,LE254,FDB,LOCATE,LOCATE  F1
0825,,E256,F9,25,,,,,LE256,FDB,HSTAT,HSTAT   F2
0826,,E258,E7,61,,,,,LE258,FDB,HSET,HSET    F3
0827,,E25A,E7,65,,,,,LE25A,FDB,HRESET,HRESET  F4
0828,,E25C,F3,9D,,,,,LE25C,FDB,HDRAW,HDRAW   F5
0829,,E25E,E6,76,,,,,LE25E,FDB,CMP,CMP     F6
0830,,E260,E6,74,,,,,LE260,FDB,RGB,RGB     F7
0831,,E262,F9,B9,,,,,LE262,FDB,ATTR,ATTR    F8
0832,,,,,,,,,*,,,
0833,,,,,,,,,* BASIC 2.0 FUNCTION DICTIONARY TABLE,,,
0834,,,,,,,,,*,,,
0835,,,,,,,,,*,,,TOKEN #
0836,,E264,4C,50,45,45,CB,,FUNDIC20,FCC,"'LPEE',$80+'K'",A8
0837,,E269,42,55,54,54,4F,CE,LE269,FCC,"'BUTTO',$80+'N'",A9
0838,,E26F,48,50,4F,49,4E,D4,LE26F,FCC,"'HPOIN',$80+'T'",AA
0839,,E275,45,52,4E,CF,,,LE275,FCC,"'ERN',$80+'O'",AB
0840,,E279,45,52,4C,49,CE,,LE279,FCC,"'ERLI',$80+'N'",AC
0841,,,,,,,,,*,,,
0842,,,,,,,,,* BASIC 2.0 FUNCTION DISPATCH TABLE,,,
0843,,,,,,,,,*,,,
0844,,,,,,,,,*,,,        TOKEN #
0845,,E27E,E5,73,,,,,FUNDIS20,FDB,LPEEK,LPEEK   A8
0846,,E280,E5,B1,,,,,LE280,FDB,BUTTON,BUTTON  A9
0847,,E282,E8,5C,,,,,LE282,FDB,HPOINT,HPOINT  AA
0848,,E284,E4,E9,,,,,LE284,FDB,ERNO,ERNO    AB
0849,,E286,E4,FD,,,,,LE286,FDB,ERLIN,ERLIN   AC
0850,,,,,,,,,,,,
0851,,,,,,,,,* PRINT THE COPYRIGHT MESSAGE PATCH ENTERED FROM $80B2,,,
0852,,E288,8E,80,E7,,,,ALINK12,LDX,#L80E7,POINT TO EXTENDED BASIC'S COPYRIGHT MESSAGE
0853,,E28B,BD,B9,9C,,,,,JSR,STRINOUT,COPY A STRING FROM (X) TO CONSOLE OUT
0854,,E28E,8E,E2,F7,,,,,LDX,#MWAREMS-1,MICROWARE'S COPYRIGHT MESSAGE
0855,,E291,BD,B9,9C,,,,,JSR,STRINOUT,COPY A STRING FROM (X) TO CONSOLE OUT
0856,,E294,7E,80,B8,,,,,JMP,L80B8,EXTENDED BASIC'S WARM START REENTRY
0857,,,,,,,,,,,,
0858,,,,,,,,,* PRINT THE DISK BASIC 2.0 COPYRIGHT MESSAGE PATCH ENTERED FROM $C0C6,,,
0859,,E297,8E,E2,A2,,,,ALINK28,LDX,#DISK20MS-1,POINT TO DISK BASIC 2.0 MESSAGE
0860,,E29A,7E,C0,C9,,,,,JMP,LC0C9,COPY MESSAGE TO SCREEN AND WARM START DISK BASIC 2.0
0861,,,,,,,,,* PRINT THE DISK BASIC 2.1 COPYRIGHT MESSAGE PATCH ENTERED FROM $C0C6,,,
0862,,E29D,8E,E3,15,,,,ALINK29,LDX,#LE313+2,POINT TO DISK BASIC 2.1 MESSAGE
0863,,E2A0,7E,C0,DC,,,,,JMP,LC0DC,COPY MESSAGE TO SCREEN AND WARM START DISK BASIC 2.1
0864,,,,,,,,,,,,
0865,,E2A3,44,49,53,4B,20,45,DISK20MS,FCC,'DISK EXTENDED COLOR BASIC 2.0',
0866,,E2A9,58,54,45,4E,44,45,,,,
0867,,E2AF,44,20,43,4F,4C,4F,,,,
0868,,E2B5,52,20,42,41,53,49,,,,
0869,,E2BB,43,20,32,2E,30,,,,,
0870,,E2C0,0D,,,,,,LE2C0,FCB,$0D,
0871,,E2C1,43,4F,50,52,2E,20,LE2C1,FCC,"'COPR. 1981, 1986 BY TANDY'",
0872,,E2C7,31,39,38,31,2C,20,,,,
0873,,E2CD,31,39,38,36,20,42,,,,
0874,,E2D3,59,20,54,41,4E,44,,,,
0875,,E2D9,59,,,,,,,,,
0876,,E2DA,0D,,,,,,LE2DA,FCB,$0D,
0877,,E2DB,55,4E,44,45,52,20,LE2DB,FCC,'UNDER LICENSE FROM MICROSOFT',
0878,,E2E1,4C,49,43,45,4E,53,,,,
0879,,E2E7,45,20,46,52,4F,4D,,,,
0880,,E2ED,20,4D,49,43,52,4F,,,,
0881,,E2F3,53,4F,46,54,,,,,,
0882,,E2F7,0D,,,,,,LE2F7,FCB,$0D,
0883,,E2F8,41,4E,44,20,4D,49,MWAREMS,FCC,'AND MICROWARE SYSTEMS CORP.',
0884,,E2FE,43,52,4F,57,41,52,,,,
0885,,E304,45,20,53,59,53,54,,,,
0886,,E30A,45,4D,53,20,43,4F,,,,
0887,,E310,52,50,2E,,,,,,,
0888,,E313,0D,0D,00,,,,LE313,FCB,"$0D,$0D,$00",
0889,,E316,44,49,53,4B,20,45,DISK21MS,FCC,'DISK EXTENDED COLOR BASIC 2.1',
0890,,E31C,58,54,45,4E,44,45,,,,
0891,,E322,44,20,43,4F,4C,4F,,,,
0892,,E328,52,20,42,41,53,49,,,,
0893,,E32E,43,20,32,2E,31,,,,,
0894,,E333,0D,,,,,,LE333,FCB,$0D,
0895,,E334,43,4F,50,52,2E,20,LE334,FCC,"'COPR. 1981, 1986 BY TANDY'",
0896,,E33A,31,39,38,32,2C,20,,,,
0897,,E340,31,39,38,36,20,42,,,,
0898,,E346,59,20,54,41,4E,44,,,,
0899,,E34C,59,,,,,,,,,
0900,,E34D,0D,,,,,,LE33D,FCB,$0D,
0901,,E34E,55,4E,44,45,52,20,LE33E,FCC,'UNDER LICENSE FROM MICROSOFT',
0902,,E354,4C,49,43,45,4E,53,,,,
0903,,E35A,45,20,46,52,4F,4D,,,,
0904,,E360,20,4D,49,43,52,4F,,,,
0905,,E366,53,4F,46,54,,,,,,
0906,,E36A,0D,,,,,,LE36A,FCB,$0D,
0907,,E36B,41,4E,44,20,4D,49,LE36B,FCC,'AND MICROWARE SYSTEMS CORP.',
0908,,E371,43,52,4F,57,41,52,,,,
0909,,E377,45,20,53,59,53,54,,,,
0910,,E37D,45,4D,53,20,43,4F,,,,
0911,,E383,52,50,2E,,,,,,,
0912,,E386,0D,0D,00,,,,LE386,FCB,"$0D,$0D,$00",
0913,,,,,,,,,,,,
0914,,,,,,,,,* GRAPHICS INITIALIZATION PATCH ENTERED FROM $9703,,,
0915,,E389,4F,,,,,,ALINK14,CLRA,,
0916,,E38A,5F,,,,,,,CLRB,,
0917,,E38B,10,21,1C,71,,,,LBRN,RAMLINK,RAM HOOK
0918,,E38F,F7,FE,08,,,,,STB,H.CRSATT,SET CURSOR ATTRIBUTES TO ZERO
0919,,E392,DD,E6,,,,,,STD,HRMODE,SET HI-RES GRAPHICS AND TEXT MODES TO OFF
0920,,E394,FD,FE,0C,,,,,STD,H.ONBRK,RESET THE ON BRK ADDRESS TO ZERO; NON-INITIALIZED
0921,,E397,FD,FE,0E,,,,,STD,H.ONERR,RESET THE ON ERROR ADDRES TO ZERO; NON-INITIALIZED
