2466,,D207,7F,09,5D,,,,,CLR,DLODFL,CLEAR THE LOAD RESET FLAG
2467,,D20A,BD,AD,19,,,,,JSR,LAD19,GO DO A 'NEW'
2468,,D20D,6E,C4,,,,,LD20D,JMP,",U",JUMP BACK TO RETURN ADDRESS SAVED IN U ABOVE
2469,,,,,,,,,,,,
2470,,D20F,86,02,,,,,,LDA,#$02,READ OP CODE
2471,,D211,8C,86,03,,,,LD211,CMPX,#$8603,SKIP TWO BYTES
2472,,D212,86.0,33.0,,,,,LD212,LDA,#$03,WRITE OP CODE
2473,,D214,DD,EA,,,,,,STD,DCOPC,SAVE IN DSKCON VARIABLE
2474,,D216,A6,63,,,,,,LDA,"$03,S",* GET THE NUMBER OF THE TRACK BEING CURRENTLY
2475,,D218,97,EC,,,,,,STA,DCTRK,* WRITTEN AND SAVE IT IN DSKCON VARIABLE
2476,,D21A,8E,09,89,,,,,LDX,#DFLBUF,= TRACK BUFFER STARTS AT DFLBUF
2477,,D21D,9F,EE,,,,,,STX,DCBPT,= SAVE IT IN DSKCON VARIABLE
2478,,D21F,96,03,,,,,,LDA,TMPLOC,GET NUMBER OF TRACKS TO MOVE
2479,,D221,C6,01,,,,,LD221,LDB,#$01,INITIALIZE SECTOR COUNTER TO ONE
2480,,D223,D7,ED,,,,,LD223,STB,DSEC,SAVE DSKCON SECTOR VARIABLE
2481,,D225,BD,D5,FF,,,,,JSR,LD5FF,READ/WRITE A SECTOR
2482,,D228,0C,EE,,,,,,INC,DCBPT,MOVE BUFFER POINTER UP ONE SECTOR (256 BYTES)
2483,,D22A,5C,,,,,,,INCB,,INCREMENT SECTOR COUNTER
2484,,D22B,C1,12,,,,,,CMPB,#SECMAX,COMPARE TO MAXIMUM NUMBER OF SECTORS PER TRACK
2485,,D22D,23,F4,,,,,,BLS,LD223,BRANCH IF ANY SECTORS LEFT
2486,,D22F,0C,EC,,,,,,INC,DCTRK,INCREMENT TRACK COUNTER VARIABLE TO NEXT TRACK
2487,,D231,4A,,,,,,,DECA,,DECREMENT TRACKS TO MOVE COUNTER
2488,,D232,26,ED,,,,,,BNE,LD221,READ MORE TRACKS IF ANY LEFT
2489,,D234,39,,,,,,,RTS,,
2490,,,,,,,,,,,,
2491,,D235,E6,65,,,,,LD235,LDB,"$05,S",* GET THE DESTINATlON DRIVE NUMBER AND
2492,,D237,E1,66,,,,,,CMPB,"$06,S",* COMPARE IT TO THE SOURCE DRIVE NUMBER
2493,,,,,,,,,,,,
2494,,,,,,,,,* PRINT SOURCE/DESTINATION DISK SWITCH PROMPT MESSAGE,,,
2495,,D239,26,36,,,,,LD239,BNE,LD271,RETURN IF DRIVE NUMBERS NOT EQUAL
2496,,D23B,7F,09,85,,,,,CLR,RDYTMR,RESET THE READY TIMER
2497,,D23E,7F,FF,40,,,,,CLR,DSKREG,CLEAR DSKREG - TURN OFF ALL DISK MOTORS
2498,,D241,7F,09,86,,,,,CLR,DRGRAM,CLEAR DSKREG RAM IMAGE
2499,,D244,34,02,,,,,,PSHS,A,SAVE SOURCE/DESTINATION FLAG ON STACK
2500,,D246,BD,A9,28,,,,,JSR,LA928,CLEAR SCREEN
2501,,D249,8E,D2,72,,,,,LDX,#LD272,POINT X TO 'INSERT SOURCE' MESSAGE
2502,,D24C,C6,0D,,,,,,LDB,#13,13 BYTES IN MESSAGE
2503,,D24E,A6,E0,,,,,,LDA,",S+",GET SOURCE/DESTINATION FLAG FROM THE STACK
2504,,D250,27,05,,,,,,BEQ,LD257,BRANCH IF SOURCE
2505,,D252,8E,D2,7F,,,,,LDX,#LD27F,POINT X TO 'INSERT DESTINATION' MESSAGE
2506,,D255,C6,12,,,,,,LDB,#18,18 BYTES IN MESSAGE
2507,,D257,BD,B9,A2,,,,LD257,JSR,LB9A2,SEND MESSAGE TO CONSOLE OUT
2508,,D25A,8E,D2,91,,,,,LDX,#LD291,POINT X TO 'DISKETTE AND' MESSAGE
2509,,D25D,C6,1B,,,,,,LDB,#27,27 BYTES IN MESSAGE
2510,,D25F,BD,B9,A2,,,,,JSR,LB9A2,SEND MESSAGE TO CONSOLE OUT
2511,,D262,CC,64,05,,,,,LDD,#$6405,* SET UP 'SOUND' PARAMETERS
2512,,D265,97,8C,,,,,,STA,SNDTON,* FOR A BEEP
2513,,D267,BD,A9,51,,,,,JSR,LA951,JUMP TO 'SOUND' - DO A BEEP
2514,,D26A,BD,A1,71,,,,LD26A,JSR,LA171,GET A CHARACTER FROM CONSOLE IN
2515,,D26D,81,0D,,,,,,CMPA,#CR,* KEEP LOOKING AT CONSOLE IN UNTIL
2516,,D26F,26,F9,,,,,,BNE,LD26A,* YOU GET A CARRIAGE RETURN
2517,,D271,39,,,,,,LD271,RTS,,
2518,,,,,,,,,,,,
2519,,D272,49,4E,53,45,52,54,LD272,FCC,'INSERT SOURCE',
2520,,D278,20,53,4F,55,52,43,,,,
2521,,D27E,45,,,,,,,,,
2522,,D27F,49,4E,53,45,52,54,LD27F,FCC,'INSERT DESTINATION',
2523,,D285,20,44,45,53,54,49,,,,
2524,,D28B,4E,41,54,49,4F,4E,,,,
2525,,D291,20,44,49,53,4B,45,LD291,FCC,' DISKETTE AND',
2526,,D297,54,54,45,20,41,4E,,,,
2527,,D29D,44,,,,,,,,,
2528,,D29E,0D,,,,,,,FCB,CR,
2529,,D29F,50,52,45,53,53,20,,FCC,'PRESS 'ENTER'',
2530,,D2A5,27,45,4E,54,45,52,,,,
2531,,D2AB,27,,,,,,,,,
2532,,,,,,,,,,,,
2533,,,,,,,,,* PUSH FILENAME.EXT AND DRIVE NUMBER ONTO THE STACK,,,
2534,,D2AC,35,20,,,,,LD2AC,PULS,Y,SAVE RETURN ADDRESS IN Y
2535,,D2AE,C6,0B,,,,,,LDB,#11,11 CHARACTERS IN FILENAME AND EXTENSION
2536,,D2B0,8E,09,57,,,,,LDX,#DNAMBF+11,POINT X TO TOP OF DISK NAME/EXT BUFFER
2537,,D2B3,A6,82,,,,,LD2B3,LDA,",-X",* GET A CHARACTER FROM FILENAME.
2538,,D2B5,34,02,,,,,,PSHS,A,* EXT BUFFER AND PUSH IT ONTO THE
2539,,D2B7,5A,,,,,,,DECB,,* STACK - DECREMENT COUNTER AND
2540,,D2B8,26,F9,,,,,,BNE,LD2B3,* KEEP LOOPING UNTIL DONE
2541,,D2BA,96,EB,,,,,,LDA,DCDRV,= GET DRIVE NUMBER AND PUSH
2542,,D2BC,34,02,,,,,,PSHS,A,= IT ONTO THE STACK
2543,,D2BE,6E,A4,,,,,,JMP,",Y",PSEUDO - RETURN TO CALLING ROUTINE
2544,,,,,,,,,,,,
2545,,,,,,,,,* PULL FILENAME.EXT AND DRIVE NUMBER FROM (X) TO RAM,,,
2546,,D2C0,A6,80,,,,,LD2C0,LDA,",X+",* GET DRIVE NUMBER AND SAVE
2547,,D2C2,97,EB,,,,,,STA,DCDRV,* IT IN DSKCON VARIABLE
2548,,D2C4,C6,0B,,,,,,LDB,#11,11 BYTES IN FILENAME AND EXTENSION
2549,,D2C6,CE,09,4C,,,,,LDU,#DNAMBF,POINT U TO DISK NAME BUFFER
2550,,D2C9,7E,A5,9A,,,,,JMP,LA59A,MOVE FILENANE.EXT FROM (X) TO DNAMBF
2551,,,,,,,,,,,,
2552,,,,,,,,,* COPY,,,
2553,,,,,,,,,* THE COPY PROCESS IS PERFORMED BY COPYING DATA FROM THE SOURCE FILE,,,
2554,,,,,,,,,* TO RAM AND THEN COPYING IT TO THE DESTINATION FILE. THE SOURCE AND,,,
2555,,,,,,,,,* DESTINATION FILES ARE OPENED AS RANDOM FILES AND BOTH USE THE SYSTEM,,,
2556,,,,,,,,,* FCB ABOVE THE RESERVED FCBS. ALL OF AVAILABLE FREE RAM ABOVE THE,,,
2557,,,,,,,,,* VARIABLES IS USED AS A COPY BUFFER WHICH SPEEDS UP THE COPYING PROCESS,,,
2558,,,,,,,,,* BUT UNFORTUNATELY THE METHOD USED WILL ALLOW AN ERROR ENCOUNTERED DURING,,,
2559,,,,,,,,,* THE COPY PROCESS TO 'HANG' THE SYSTEM. THIS IS CAUSED BY POINTING THE FCB'S,,,
2560,,,,,,,,,"* RANDOM FILE BUFFER POINTER (FCBBUF,X) TO THE FREE RAM BUFFER. AN ERROR",,,
2561,,,,,,,,,"* WILL THEN CAUSE THE OPEN FILE TO BE CLOSED WITH FCBBUF,X POINTING TO AN",,,
2562,,,,,,,,,* AREA IN RAM WHERE THE RANDOM FILE BUFFER CLOSE ROUTINE (LCAE2) WILL NEVER,,,
2563,,,,,,,,,* LOOK FOR IT,,,
2564,,D2CC,BD,C8,87,,,,COPY,JSR,LC887,* GET SOURCE FILENAME.EXT & DRIVE NUMBER FROM BASIC
2565,,D2CF,8D,DB,,,,,,BSR,LD2AC,* AND SAVE THEM ON THE STACK
2566,,D2D1,6F,E2,,,,,,CLR,",-S",CLEAR A BYTE ON STACK - SINGLE DISK COPY (SDC) FLAG
2567,,D2D3,9D,A5,,,,,,JSR,GETCCH,GET CURRENT INPUT CHARACTER
2568,,D2D5,27,0A,,,,,,BEQ,LD2E1,BRANCH IF END OF LINE - SINGLE DISK COPY
2569,,D2D7,63,E4,,,,,,COM,",S",SET SOC FLAG TO $FF (NO SINGLE DISK COPY)
2570,,D2D9,C6,A5,,,,,,LDB,#$A5,TOKEN FOR 'TO'
2571,,D2DB,BD,B2,6F,,,,,JSR,LB26F,SYNTAX CHECK FOR 'TO'
2572,,D2DE,BD,C8,87,,,,,JSR,LC887,GET DESTINATION FILENAME.EXT AND DRIVE NUMBER
2573,,D2E1,8D,C9,,,,,LD2E1,BSR,LD2AC,SAVE DESTINATION FILENAME.EXT & DRIVE NUMBER ON STACK
2574,,D2E3,BD,A5,C7,,,,,JSR,LA5C7,SYNTAX ERROR IF MORE CHARACTERS ON LINE
2575,,D2E6,BD,CA,3B,,,,,JSR,DVEC7,CLOSE ALL FILES
2576,,,,,,,,,,,,
2577,,,,,,,,,* COUNT THE NUMBER OF SECTORS WORTH OF FREE RAM AVAILABLE,,,
2578,,D2E9,6F,E2,,,,,,CLR,",-S",CLEAR A SECTOR COUNTER ON THE STACK
2579,,D2EB,30,E8,9C,,,,,LEAX,"-100,S",** BUG ** THIS SHOULD BE $100 TO POINT X ONE SECTOR LENGTH BELOW STACK
2580,,D2EE,6C,E4,,,,,LD2EE,INC,",S",INCREMENT SECTOR COUNTER
2581,,D2F0,30,89,FF,00,,,,LEAX,"-SECLEN,X",DECREMENT X BY ONE SECTOR
2582,,D2F4,9C,1F,,,,,,CMPX,ARYEND,COMPARE TO TOP OF ARRAYS
2583,,D2F6,24,F6,,,,,,BHS,LD2EE,BRANCH IF NOT AT BOTTOM OF FREE RAM
2584,,D2F8,6A,E4,,,,,,DEC,",S",DECREMENT SECTOR COUNTER
2585,,D2FA,10,27,D9,46,,,,LBEQ,LAC44,'OM' ERROR IF NOT AT LEAST ONE FULL SECTOR OF FREE RAM
2586,,D2FE,30,6E,,,,,,LEAX,"14,S",POINT X TO START OF SOURCE DATA
2587,,D300,8D,BE,,,,,,BSR,LD2C0,PUT SOURCE DATA INTO DNAMBF AND DSKCON
2588,,D302,BD,C6,5F,,,,,JSR,LC65F,SCAN DIRECTORY FOR A MATCH
2589,,D305,BD,C6,B8,,,,,JSR,LC6B8,'NE' ERROR IF MATCH NOT FOUND
2590,,D308,BE,09,74,,,,,LDX,V974,POINT X TO DIRECTORY RAM IMAGE OF FOUND FILE
2591,,D30B,EE,0E,,,,,,LDU,"DIRLST,X",* GET NUMBER OF BYTES IN LAST SECTOR AND
2592,,D30D,AE,0B,,,,,,LDX,"DIRTYP,X",* SOURCE FILE TYPE AND ASCII FLAG
2593,,D30F,34,50,,,,,,PSHS,"U,X",* AND SAVE THEM ON THE STACK
2594,,D311,BD,C7,6D,,,,,JSR,LC76D,GET VALID FAT DATA
2595,,D314,F6,09,76,,,,,LDB,V976,GET NUMBER OF FIRST GRANULE IN FILE
2596,,D317,BD,CC,44,,,,,JSR,LCC44,* GET THE NUMBER OF GRANULES IN FILE
2597,,D31A,34,02,,,,,,PSHS,A,* AND SAVE IT ON THE STACK
2598,,D31C,4A,,,,,,,DECA,,SUBTRACT OFF THE LAST GRANULE
2599,,D31D,C4,3F,,,,,,ANDB,#$3F,* MASK OFF LAST GRANULE FLAG BITS AND SAVE THE
2600,,D31F,34,04,,,,,,PSHS,B,* NUMBER OF SECTORS IN LAST GRANULE ON STACK
2601,,D321,1F,89,,,,,,TFR,"A,B",SAVE THE NUMBER OF GRANULES IN ACCB
2602,,D323,4F,,,,,,,CLRA,,CLEAR THE MS BYTE OF ACCD
2603,,D324,BD,C7,49,,,,,JSR,LC749,MULTIPLY ACCD BY NINE
2604,,D327,EB,E4,,,,,,ADDB,",S",* ADD THE NUMBER OF SECTORS IN THE LAST
2605,,D329,89,00,,,,,,ADCA,#$00,* GRANULE TO ACCD
2606,,D32B,8E,00,01,,,,,LDX,#$0001,INITIALIZE RECORD COUNTER TO ONE
2607,,D32E,34,16,,,,,,PSHS,"X,B,A",INITIALIZE SECTOR AND RECORD COUNTERS ON THE STACK
2608,,,,,,,,,,,,
2609,,,,,,,,,* AT THIS POINT THE CONTROL VARIABLES FOR COPY ARE STORED ON THE STACK.,,,
2610,,,,,,,,,"*   0 1,S = REMAINING SECTORS COUNTER; 2 3,S = RECORD COUNTER",,,
2611,,,,,,,,,"*     4,S = NUMBER OF SECTORS TO BE COPIED. INITIALLY SET TO NUMBER OF",,,
2612,,,,,,,,,*           SECTORS IN THE LAST GRANULE.,,,
2613,,,,,,,,,"*     5,S = GRAN TEST FLAG. INITIALLY SET TO NUMBER OF GRANS IN FILE",,,
2614,,,,,,,,,"*     6,S = FILE TYPE; 7,S = ASCII FLAG; 8 9,S = NUMBER OF BYTES IN LAST SECTOR",,,
2615,,,,,,,,,"*    10,S = NUMBER OF SECTORS WHICH WILL FIT IN THE CURRENTLY AVAILABLE FREE RAM",,,
2616,,,,,,,,,"* 11-22,S = DESTINATION FILENAME.EXT AND DRIVE NUMBER",,,
2617,,,,,,,,,"*    23,S = SINGLE DISK COPY FLAG; 24-35,S = SOURCE FILENAME.EXT AND DRIVE NUMBER",,,
2618,,D330,5F,,,,,,LD330,CLRB,,SET SECTOR COUNTER TO ZERO
2619,,D331,AE,E4,,,,,,LDX,",S",GET THE NUMBER OF SECTORS REMAINING IN THE FILE
2620,,D333,27,09,,,,,,BEQ,LD33E,BRANCH IF NO SECTORS LEFT
2621,,D335,5C,,,,,,LD335,INCB,,ADD A SECTOR TO TEMPORARY SECTOR COUNTER
2622,,D336,30,1F,,,,,,LEAX,"-1,X",DECREMENT REMAINING SECTORS COUNTER
2623,,D338,27,04,,,,,,BEQ,LD33E,BRANCH IF NO SECTORS LEFT
2624,,D33A,E1,6A,,,,,,CMPB,"10,S",*COMPARE TEMPORARY COUNTER TO NUMBER OF SECTORS WHICH MAY
2625,,,,,,,,,*,,,*BE STORED IN FREE RAM
2626,,D33C,26,F7,,,,,,BNE,LD335,BRANCH IF STILL ROOM FOR MORE SECTORS
2627,,D33E,AF,E4,,,,,LD33E,STX,",S",SAVE THE NUMBER OF UNCOPIED SECTORS REMAINING IN THE FILE
2628,,D340,E7,64,,,,,,STB,"$04,S",SAVE THE NUMBER OF SECTORS TO BE COPIED THIS TIME THROUGH LOOP
2629,,D342,8D,50,,,,,,BSR,$D394,'GET' ACCB SECTORS TO RAM BUFFER
2630,,D344,86,FF,,,,,,LDA,#$FF,SET SOURCE/DESTINATION FLAG TO DESTINATION
2631,,D346,8D,40,,,,,,BSR,LD388,PRINT PROMPT MESSAGE IF REQUIRED
2632,,D348,6D,65,,,,,,TST,"$05,S","* CHECK THE GRAN TEST FLAG. IF <> 0, IT CONTAINS THE"
2633,,D34A,27,25,,,,,,BEQ,LD371,* NUMBER OF GRANS IN THE FILE AND THE DESTINATION DISK
2634,,,,,,,,,*,,,* MUST BE CHECKED FOR ENOUGH ROOM. IF IT IS = 0
2635,,,,,,,,,*,,,* THEN THE CHECK HAS ALREADY BEEN DONE
2636,,D34C,30,6B,,,,,,LEAX,"11,S",POINT TO DESTINATION FILE PARAMETERS
2637,,D34E,BD,D2,C0,,,,,JSR,LD2C0,GET DESTINATION FILE PARAMETERS FROM STACK
2638,,D351,BD,CF,7D,,,,,JSR,LCF7D,SCAN DIRECTORY FOR FILE - 'AE' ERROR IF IT EXISTS
2639,,D354,BD,C7,6D,,,,,JSR,LC76D,GET VALID FAT DATA
2640,,,,,,,,,,,,
2641,,,,,,,,,* MAKE SURE THERE ARE ENOUGH FREE GRANULES ON THE DESTINATION DISK,,,
2642,,D357,BD,C7,25,,,,,JSR,LC725,POINT X TO FAT
2643,,D35A,30,06,,,,,,LEAX,"FATCON,X",SKIP PAST THE FAT CONTROL BYTES
2644,,D35C,A6,65,,,,,,LDA,"$05,S",GET THE NUMBER OF GRANS IN THE FILE
2645,,D35E,C6,44,,,,,,LDB,#GRANMX,SET GRAN COUNTER TO MAXIMUM
2646,,D360,63,84,,,,,LD360,COM,",X",* CHECK TO SEE IF A BRAN IS FREE
2647,,D362,26,03,,,,,,BNE,LD367,* AND BRANCH IF IT IS NOT FREE
2648,,D364,4A,,,,,,,DECA,,= DECREMENT COUNTER AND BRANCH IF
2649,,D365,27,08,,,,,,BEQ,LD36F,= THERE ARE ENOUGH FREE GRANULES
2650,,D367,63,80,,,,,LD367,COM,",X+",RESTORE FAT BYTE AND INCREMENT POINTER
2651,,D369,5A,,,,,,,DECB,,DECREMENT GRAN COUNTER
2652,,D36A,26,F4,,,,,,BNE,LD360,BRANCH IF ALL GRANS NOT CHECKED
2653,,D36C,7E,C7,C8,,,,,JMP,LC7C8,'DISK FULL' ERROR
2654,,D36F,63,84,,,,,LD36F,COM,",X",RESTORE FAT BYTE
2655,,D371,8D,1B,,,,,LD371,BSR,LD38E,'PUT' DATA FROM RAM BUFFER TO DESTINATION FILE
2656,,D373,AE,E4,,,,,,LDX,",S",GET THE NUMBER OF REMAINING SECTORS
2657,,D375,27,0D,,,,,,BEQ,LD384,EXIT ROUTINE IF NO SECTORS LEFT
2658,,D377,EC,62,,,,,,LDD,"$02,S",*
2659,,D379,EB,64,,,,,,ADDB,"$04,S","* GET THE CURRENT RECORD COUNTER, ADD"
2660,,D37B,89,00,,,,,,ADCA,#$00,* THE NUMBER OF SECTORS (RECORDS) MOVED
2661,,D37D,ED,62,,,,,,STD,"$02,S",* AND SAVE THE NEW RECORD COUNTER
2662,,D37F,4F,,,,,,,CLRA,,SET SOURCE/DESTINATION FLAG TO SOURCE
2663,,D380,8D,06,,,,,,BSR,LD388,PRINT PROMPT MESSAGE IF REQUIRED
2664,,D382,20,AC,,,,,,BRA,LD330,KEEP COPYING SECTORS
2665,,,,,,,,,,,,
2666,,D384,32,E8,24,,,,LD384,LEAS,"36,S",REMOVE TEMPORARY STORAGE VARIABLES FROM STACK
2667,,D387,39,,,,,,,RTS,,**** COPY DONE ****
2668,,,,,,,,,,,,
2669,,D388,6D,E8,19,,,,LD388,TST,"25,S","*CHECK SINGLE DISK COPY FLAG - IF <> ZERO, THEN DON'T"
2670,,,,,,,,,*,,,*PRINT THE PROMPT MESSAGE
2671,,D38B,7E,D2,39,,,,,JMP,LD239,PRINT THE PROMPT MESSAGE IF REQUIRED
2672,,D38E,86,FF,,,,,LD38E,LDA,#$FF,
2673,,,,,,,,,,,,
2674,,,,,,,,,* 'PUT'.'GET' DATA FROM THE DESTINATION/SOURCE FILES,,,'PUT' FLAG
2675,,D390,30,6D,,,,,,LEAX,"13,S",POINT X TO DESTINATION FILENAME DATA
2676,,D392,20,04,,,,,,BRA,LD398,GO 'PUT' SOME DATA
2677,,D394,4F,,,,,,LD394,CLRA,,ZERO IS THE 'GET' FLAG
2678,,D395,30,E8,1A,,,,,LEAX,"26,S",POINT X TO THE SOURCE FILENAME DATA
2679,,D398,97,D8,,,,,LD398,STA,VD8,SAVE THE 'GET'/'PUT' FLAG
2680,,D39A,BD,D2,C0,,,,,JSR,LD2C0,GET FILENAME AND DRIVE DATA FROM THE STACK
2681,,D39D,AE,68,,,,,,LDX,"8,S",* GET ASCII FLAG AND FILE TYPE AND SAVE
2682,,D39F,BF,09,57,,,,,STX,DFLTYP,* THEM IN THE DISK RAM VARIABLES
2683,,D3A2,8E,01,00,,,,,LDX,#SECLEN,= SAVE ONE SECTOR LENGTH IN
2684,,D3A5,BF,09,7C,,,,,STX,DFFLEN,= RAM RECORD LENGTH VARIABLE
2685,,D3A8,86,52,,,,,,LDA,#'R',RANDOM FILE TYPE FLAG
2686,,D3AA,F6,09,5B,,,,,LDB,FCBACT,"* GET THE HIGHEST RESERVED FCB NUMBER, ADD ONE"
2687,,D3AD,5C,,,,,,,INCB,,* AND OPEN A RANDOM FILE WHOSE FCB WILL BE ONE ABOVE
2688,,D3AE,BD,C4,68,,,,,JSR,LC468,* THE HIGHEST RESERVED FCB (THE SYSTEM FCB)
2689,,D3B1,9E,F1,,,,,,LDX,FCBTMP,POINT X TO THE 'SYSTEM' FCB
2690,,D3B3,CC,01,00,,,,,LDD,#SECLEN,* SET THE NUMBER OF BYTES IN THE LAST SECTOR
2691,,D3B6,ED,88,13,,,,,STD,"FCBLST,X",* OF THE FILE EQUAL TO ONE SECTOR LENGTH
